Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”,Name: “Table 1 of 1 on page 50 of 102”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,
,,"Figure 27. Homicide Deaths by Method of Death, 2004","Figure 27. Homicide Deaths by Method of Death, 2004","Figure 27. Homicide Deaths by Method of Death, 2004","Figure 27. Homicide Deaths by Method of Death, 2004","Figure 27. Homicide Deaths by Method of Death, 2004","Figure 27. Homicide Deaths by Method of Death, 2004",,
,2,,,,,,,,
,Unknown,,,,,,,,
,3,,,,,,,,
,Motor Vehicle,,,,,,,,
,4,,,,,,,,
,Fire,,,,,,,,
,5,,,,,,,,
,Poisoned,,,,,,,,
,15,,,,,,,,
,Asphyxia,,,,,,,,
,,,,,,,,,400
,Traumatic Injury,,,,,,,,
,0,50,100,150,200,250,300,350,400
,"Table 14. Homicide Deaths by Method of Death, 2004","Table 14. Homicide Deaths by Method of Death, 2004","Table 14. Homicide Deaths by Method of Death, 2004","Table 14. Homicide Deaths by Method of Death, 2004","Table 14. Homicide Deaths by Method of Death, 2004","Table 14. Homicide Deaths by Method of Death, 2004","Table 14. Homicide Deaths by Method of Death, 2004",,
Method of Death,Method of Death,Method of Death,Method of Death,,Total Case,Total Case,Autopsied,Autopsied,
Asphyxia,Asphyxia,,,,,,,,
Strangled by assailant(s),Strangled by assailant(s),Strangled by assailant(s),Strangled by assailant(s),,,15,15,,
Fire,,,,,,,,,
Victim of intentionally set fire,Victim of intentionally set fire,Victim of intentionally set fire,Victim of intentionally set fire,Victim of intentionally set fire,,4,3,,
Poisoned,Poisoned,,,,,,,,
Judicial Execution,Judicial Execution,Judicial Execution,Judicial Execution,,,5,2,,
Traumatic Injury,Traumatic Injury,Traumatic Injury,,,,,,,
Beaten by assailant(s),Beaten by assailant(s),Beaten by assailant(s),Beaten by assailant(s),,,49,49,,
Shot by assailant(s) with firearm,Shot by assailant(s) with firearm,Shot by assailant(s) with firearm,Shot by assailant(s) with firearm,Shot by assailant(s) with firearm,,305,302,,
- Handgun,- Handgun,- Handgun,,,,(190),(188),,
- Rifle,- Rifle,,,,,(9),(9),,
- Shotgun,- Shotgun,- Shotgun,,,,(18),(18),,
- Unspecified,- Unspecified,- Unspecified,,,,(88),(87),,
Stabbed by assailant(s),Stabbed by assailant(s),Stabbed by assailant(s),Stabbed by assailant(s),,,44,44,,
Traumatic - Other,Traumatic - Other,Traumatic - Other,Traumatic - Other,,,2,1,,
Vehicular,Vehicular,,,,,,,,
Struck with auto by assailant(s),Struck with auto by assailant(s),Struck with auto by assailant(s),Struck with auto by assailant(s),Struck with auto by assailant(s),,3,3,,
Unknown,Unknown,,,,,,,,
Homicide - Other,Homicide - Other,Homicide - Other,Homicide - Other,,,2,2,,
Total,,,,,,429,421,,
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,,
,,,,Page 44,Page 44,,,,
