Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”,Name: “Table 1 of 1 on page 17 of 102”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,,,,,,
,,,,"Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004","Table 2. Total Cases by Gender, 2004",,,,
,,,,Male,Male,Female,Female,Unknown,Unknown,,Total,,,,
,,,,4044,4044,1753,,,2,,5799,,,,
,,,,"Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004","Table 3. Total Cases by Race/Ethnicity, 2004",,,
,,,,,,Native,Hawaiian/Pacific,Hawaiian/Pacific,Hawaiian/Pacific,,,,,,
,White,Black,Black,Asian,American,American,,Islander,Islander,,Other,Unknown,Unknown,Total,
,4063,,1472,77,,5,,4,4,,144,,34,5799,
,,,,"Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004","Figure 4. Total Cases by Age Group, 2004",,,,
1200,,,,,,,,,,,,,,,
,,,,,,,,,1074,,,,,,
1000,,,,,,,,,,,,,,,
,,,,,,,,904,,,,,,,
800,,,,,,,,,,,,,,,
,,,,,,,,,,732,,,,,
,,,,,,,655,,,,,,,,
,,,,,,,,,,,592,,,,
600,,,,,,,,,,,,569,,,
,,,,,,400,,,,,,,,,
400,,,,,,,,,,,,,,,
,,,,,,,,,,,,,280,,
,,,,,250,,,,,,,,,,
200,164,,,,,,,,,,,,,,
,,55,,50,,,,,,,,,,,
,,,40,,,,,,,,,,,,
,,,,,,,,,,,,,,25,9
0,,,,,,,,,,,,,,,
,0,1-4,5-9,1 0-14,15-19,20-24,25-34,35-44,45-54,5 5-64,65-74,7 5-84,85-94,95+,Unk.
,,,,"Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004","Table 4. Total Cases by Autopsy Status, 2004",,,
,,,Manner of Death,Manner of Death,Manner of Death,Manner of Death,,,,,,,,,
,,Autopsy,Accident,Accident,Homicide,Homicide,Natural,Natural,Suicide,,Undetermined,Undetermined,Undetermined,Total,
,,Yes,,881,,421,766,766,690,,,79,,2837,
,,No,1431,1431,,8,1369,1369,150,,,4,,2962,
,,%,,38.1,,98.1,35.9,35.9,82.1,,95.2,95.2,,48.9,
,,Total,2312,2312,,429,2135,2135,840,,,83,,5799,
,,,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,,
,,,,,,,Page 11,Page 11,,,,,,,
