Name: “Table 1 of 1 on page 74 of 102”,Name: “Table 1 of 1 on page 74 of 102”,Name: “Table 1 of 1 on page 74 of 102”,Name: “Table 1 of 1 on page 74 of 102”
Table: 74,Table: 74,Table: 74,Table: 74
,,,
UNDETERMINED DEATHS OF CHILDREN,UNDETERMINED DEATHS OF CHILDREN,,.
A total of 31 undetermined deaths of children occurred in 2004.,A total of 31 undetermined deaths of children occurred in 2004.,The majority of these,The majority of these
undetermined deaths were found in children aged less than 1 year (90.3%).,undetermined deaths were found in children aged less than 1 year (90.3%).,undetermined deaths were found in children aged less than 1 year (90.3%).,
"Table 21. Undetermined Deaths of Children, 17 Years and Younger, by Method of","Table 21. Undetermined Deaths of Children, 17 Years and Younger, by Method of","Table 21. Undetermined Deaths of Children, 17 Years and Younger, by Method of","Table 21. Undetermined Deaths of Children, 17 Years and Younger, by Method of"
,"Death and Age, 2004",,
Method,,Total Cases,Autopsied
,Ingested/Injected medication,1,1
,Gunshot wound,1,1
Undetermined after autopsy and/or toxicology,Undetermined after autopsy and/or toxicology,29,29
,Age,,
,0,28,28
,15,1,1
,16,1,1
,17,1,1
,Total,31,31
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",
,Page 68,,
