Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”,Name: “Table 1 of 1 on page 53 of 102”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,
"Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999- 2003"
,,~continued,~continued,,,,
,,,,Year of Death,Year of Death,,
Locality of Death,1999,2000,2001,2002,2003,2004,Total
New Kent,2,1,0,2,0,0,5
Newport News,20,23,34,23,29,21,150
Norfolk,61,61,51,54,59,52,338
Northampton,1,3,1,0,1,3,9
Northumberland,0,0,1,0,0,0,1
Norton,1,1,0,0,0,0,2
Nottoway,1,1,1,1,0,0,4
Orange,0,1,1,1,0,1,4
Page,1,0,0,0,0,0,1
Patrick,0,1,1,0,0,2,4
Petersburg,8,9,5,7,7,5,41
Pittsylvania,0,3,5,7,2,2,19
Portsmouth,12,16,11,8,11,7,65
Powhatan,0,1,1,1,0,0,3
Prince Edward,0,1,3,1,0,1,6
Prince George,1,1,1,1,1,1,6
Prince William,11,5,8,4,8,6,42
Pulaski,2,2,2,1,0,0,7
Radford,0,1,0,0,0,0,1
Rappahannock,1,0,0,0,1,0,2
Richmond City,92,95,83,102,115,108,595
Richmond,1,0,0,0,0,0,1
Roanoke City,13,14,18,20,22,13,100
Roanoke,0,1,0,2,1,1,5
Rockbridge,0,0,0,0,3,0,3
Rockingham,1,0,1,1,0,1,4
Russell,0,4,0,2,1,0,7
Salem,0,0,1,0,0,0,1
Scott,0,0,0,1,1,0,2
Shenandoah,0,1,0,0,3,1,5
Smyth,0,0,0,3,0,0,3
Southampton,4,1,1,0,2,2,10
Spotsylvania,1,1,0,3,4,2,11
Stafford,0,2,1,1,4,4,12
Staunton,0,0,1,0,1,0,2
Suffolk,5,3,6,4,2,5,25
Surry,1,1,0,1,0,1,4
Sussex,2,2,3,0,0,2,9
Tazewell,0,3,1,2,2,1,9
Virginia Beach,12,7,11,5,23,18,76
Warren,0,1,0,1,0,1,3
Washington,2,3,3,2,2,3,15
Waynesboro,1,2,0,0,0,0,3
Westmoreland,3,2,0,0,0,3,8
Williamsburg,0,0,1,2,2,0,5
Winchester,6,3,2,5,2,0,18
Wise,1,1,2,2,1,1,8
Wythe,2,2,2,0,0,1,7
York,1,2,1,0,0,1,5
Out of State,3,4,5,0,2,3,17
Total,448,462,428,427,459,429,2653
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005","Virginia Department of Health, Office of the Chief Medical Examiner ♦ December 2005",,
,Page 47,Page 47,,,,,
