Name: “Table 1 of 1 on page 16 of 29”,Name: “Table 1 of 1 on page 16 of 29”,Name: “Table 1 of 1 on page 16 of 29”,Name: “Table 1 of 1 on page 16 of 29”,Name: “Table 1 of 1 on page 16 of 29”,Name: “Table 1 of 1 on page 16 of 29”,Name: “Table 1 of 1 on page 16 of 29”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,
,,,OPTION 1C,OPTION 1C,,
Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery on a Per Inmate Day Basis
,,,,,Adds,"$39,740"
Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that,Add State Funded Insurance Premiums in the Current Overhead Cost Recovery for the three Jails that
,,,,,Adds,"$27,558"
Insurance,Bond,"$27,500",,,,
Insurance,Va Risk Plan,"$1,054,680",,,,
,,"$1,082,180",,,,
All Inmate Days,,"8,848,191",,,,
,,,Net,,,Total
,Fed / Out of,,Fed / Out of,With,,Without
Rev. per,state,,state,Exemptions,Exemptions to,Exemptions
Inmate day,Inmate days,Exemptions,Inmate days,$ Recovery,$ Recovery,$ Recovery
,,FY '03,,,,
$0.12,"550,246","-225,318","324,928","$39,740","$27,558","$67,298"
,,,14,,,
