Name: “Table 1 of 1 on page 147 of 200”,Name: “Table 1 of 1 on page 147 of 200”,Name: “Table 1 of 1 on page 147 of 200”,Name: “Table 1 of 1 on page 147 of 200”,Name: “Table 1 of 1 on page 147 of 200”,Name: “Table 1 of 1 on page 147 of 200”
Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147
,,,,,
,,,,,P a g e | 145
,,Rate per,,,Rate per
County/City of Residence,Total,"100,000",County/City of Residence,Total,"100,000"
Lexington City,1,14.3,Richmond County,3,33.1
Loudoun County,17,5.0,Roanoke City,10,10.3
Louisa County,8,23.9,Roanoke County,4,4.3
Lunenburg County,7,55.6,Rockbridge County,6,26.8
Lynchburg City,14,18.2,Rockingham County,10,12.9
Madison County,2,15.2,Russell County,4,14.1
Manassas,2,4.9,Salem City,3,12.0
Manassas Park,0,0.0,Scott County,3,13.2
Martinsville City,4,29.1,Shenandoah County,4,9.4
Mathews County,3,33.8,Smyth County,4,12.6
Mecklenburg County,2,6.3,Southampton County,4,21.7
Middlesex County,3,27.7,Spotsylvania County,15,11.9
Montgomery County,6,6.3,Stafford County,15,11.2
Nelson County,4,27.0,Staunton City,5,20.9
New Kent County,2,10.4,Suffolk City,7,8.2
Newport News City,12,6.6,Surry County,0,0.0
Norfolk City,13,5.3,Sussex County,2,16.7
Northampton County,0,0.0,Tazewell County,6,13.6
Northumberland County,3,24.3,Virginia Beach City,18,4.0
Norton City,0,0.0,Warren County,4,10.5
Nottoway County,3,19.0,Washington County,1,1.8
Orange County,9,26.3,Waynesboro City,5,23.7
Page County,5,20.9,Westmoreland County,3,17.1
Patrick County,5,27.1,Williamsburg City,1,6.6
Petersburg City,1,3.1,Winchester City,3,11.2
Pittsylvania County,18,28.7,Wise County,2,4.9
Poquoson City,1,8.3,Wythe County,2,6.8
Portsmouth City,4,4.1,York County,3,4.5
Powhatan County,6,21.3,Subtotal (in-state),769,9.4
Prince Edward County,3,12.9,Out of State,103,ND
Prince George County,4,10.8,Unknown,5,ND
Prince William County,27,6.3,Subtotal (out-of-state),108,ND
Pulaski County,8,23.0,TOTAL,877,ND
,,,Note: No denominator is represented by ND,,
Radford City,2,12.0,,,
Rappahannock County,1,13.4,,,
Richmond City,20,9.5,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
