Name: “Table 1 of 1 on page 51 of 200”,Name: “Table 1 of 1 on page 51 of 200”,Name: “Table 1 of 1 on page 51 of 200”,Name: “Table 1 of 1 on page 51 of 200”,Name: “Table 1 of 1 on page 51 of 200”,Name: “Table 1 of 1 on page 51 of 200”,Name: “Table 1 of 1 on page 51 of 200”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,
,,,,,,P a g e | 49
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,,,,,,Total
,Total,Total,Total,Total,Total,
Cumberland County,3,1,0,1,0,5
Danville City,17,5,33,4,0,59
Dickenson County,10,0,7,7,0,24
Dinwiddie County,8,3,4,1,0,16
Emporia City,3,1,3,0,0,7
Essex County,4,0,6,3,0,13
Fairfax City,4,0,2,2,0,8
Fairfax County,284,19,112,105,19,539
Falls Church City,0,1,3,2,0,6
Fauquier County,24,3,11,13,0,51
Floyd County,5,0,3,5,0,13
Fluvanna County,3,0,2,5,1,11
Franklin City,2,0,9,1,0,12
Franklin County,25,0,11,12,2,50
Frederick County,16,2,11,17,0,46
Fredericksburg City,52,3,19,7,0,81
Galax City,9,0,3,2,1,15
Giles County,7,0,5,2,1,15
Gloucester County,12,3,7,9,0,31
Goochland County,9,0,4,0,0,13
Grayson County,4,0,5,5,1,15
Greene County,8,0,1,1,1,11
Greensville County,3,0,10,0,0,13
Halifax County,8,0,7,6,1,22
Hampton City,15,7,29,11,5,67
Hanover County,20,5,24,22,0,71
Harrisonburg City,2,1,3,1,2,9
Henrico County,66,9,60,30,2,167
Henry County,26,5,16,7,0,54
Highland County,0,0,0,1,0,1
Hopewell City,5,2,12,2,1,22
Isle of Wight County,8,2,5,6,0,21
James City County,6,1,18,8,1,34
King and Queen County,1,1,1,3,0,6
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
