Name: “Table 1 of 1 on page 46 of 200”,Name: “Table 1 of 1 on page 46 of 200”,Name: “Table 1 of 1 on page 46 of 200”,Name: “Table 1 of 1 on page 46 of 200”,Name: “Table 1 of 1 on page 46 of 200”,Name: “Table 1 of 1 on page 46 of 200”,Name: “Table 1 of 1 on page 46 of 200”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,
,,,,,,P a g e | 44
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Injury,,,,,,Total
,Total,Total,Total,Total,Total,
King George County,10,0,6,4,0,20
King William County,6,0,4,7,0,17
Lancaster County,2,1,6,4,0,13
Lee County,11,1,6,9,3,30
Lexington City,2,0,0,1,0,3
Loudoun County,52,2,21,35,3,113
Louisa County,13,1,4,3,1,22
Lunenburg County,6,0,4,3,0,13
Lynchburg City,34,3,11,6,0,54
Madison County,6,1,3,4,0,14
Manassas,14,1,9,5,3,32
Manassas Park,2,0,0,0,0,2
Martinsville City,6,1,4,1,0,12
Mathews County,3,0,3,1,1,8
Mecklenburg County,13,0,7,4,1,25
Middlesex County,4,0,2,3,0,9
Montgomery County,23,0,11,8,1,43
Nelson County,9,0,7,3,0,19
New Kent County,9,0,4,5,1,19
Newport News City,33,20,45,29,13,140
Norfolk City,71,36,69,29,15,220
Northampton County,2,0,8,0,1,11
Northumberland County,8,1,1,0,0,10
Norton City,1,1,1,1,0,4
Nottoway County,5,2,12,2,0,21
Orange County,9,1,12,12,2,36
Page County,12,2,6,4,0,24
Patrick County,9,0,6,5,0,20
Petersburg City,11,5,27,4,1,48
Pittsylvania County,34,1,27,12,2,76
Poquoson City,0,0,0,0,0,0
Portsmouth City,19,11,33,20,4,87
Powhatan County,12,0,21,5,1,39
Prince Edward County,9,1,6,4,2,22
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,April 2014
