Name: “Table 1 of 1 on page 83 of 200”,Name: “Table 1 of 1 on page 83 of 200”,Name: “Table 1 of 1 on page 83 of 200”,Name: “Table 1 of 1 on page 83 of 200”,Name: “Table 1 of 1 on page 83 of 200”,Name: “Table 1 of 1 on page 83 of 200”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,
,,,,,P a g e | 81
,,Rate per,,,Rate per
County/City of Residence,Total,"100,000",County/City of Residence,Total,"100,000"
Lexington City,0,0.0,Rappahannock County,0,0.0
Loudoun County,1,0.3,Richmond City,35,16.6
Louisa County,2,6.0,Richmond County,0,0.0
Lunenburg County,0,0.0,Roanoke City,8,8.2
Lynchburg City,3,3.9,Roanoke County,2,2.2
Madison County,1,7.6,Rockbridge County,0,0.0
Manassas,1,2.5,Rockingham County,1,1.3
Manassas Park,0,0.0,Russell County,0,0.0
Martinsville City,2,14.6,Salem City,0,0.0
Mathews County,0,0.0,Scott County,1,4.4
Mecklenburg County,1,3.1,Shenandoah County,2,4.7
Middlesex County,0,0.0,Smyth County,2,6.3
Montgomery County,0,0.0,Southampton County,0,0.0
Nelson County,0,0.0,Spotsylvania County,1,0.8
New Kent County,0,0.0,Stafford County,1,0.7
Newport News City,18,10.0,Staunton City,0,0.0
Norfolk City,38,15.5,Suffolk City,2,2.3
Northampton County,0,0.0,Surry County,1,14.6
Northumberland County,1,8.1,Sussex County,1,8.4
Norton City,0,0.0,Tazewell County,2,4.5
Nottoway County,2,12.6,Virginia Beach City,17,3.8
Orange County,1,2.9,Warren County,0,0.0
Page County,3,12.6,Washington County,3,5.4
Patrick County,0,0.0,Waynesboro City,0,0.0
Petersburg City,8,25.0,Westmoreland County,1,5.7
Pittsylvania County,1,1.6,Williamsburg City,0,0.0
Poquoson City,0,0.0,Winchester City,0,0.0
Portsmouth City,12,12.4,Wise County,7,17.1
Powhatan County,0,0.0,Wythe County,0,0.0
Prince Edward County,1,4.3,York County,0,0.0
Prince George County,0,0.0,Subtotal (in-state),322,3.9
Prince William County,4,0.9,Out of State,22,ND
Pulaski County,2,5.8,Subtotal (out-of-state),22,ND
Radford City,0,0.0,TOTAL,344,ND
,,,Note: No denominator is represented by ND.,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
