Name: “Table 1 of 1 on page 191 of 200”,Name: “Table 1 of 1 on page 191 of 200”,Name: “Table 1 of 1 on page 191 of 200”,Name: “Table 1 of 1 on page 191 of 200”
Table: 191,Table: 191,Table: 191,Table: 191
,,,
,,,P a g e | 189
Genitourinal Diseases/Disorders,,,
Genitourinal Malignancy,Genitourinal Malignancy,1,1
Other Genitourinal Disease/Disorder,Other Genitourinal Disease/Disorder,0,1
Perinatal and Pediatric Diseases/Disorders,Perinatal and Pediatric Diseases/Disorders,,
Other Perinatal and Pediatric,Other Perinatal and Pediatric,,
Disease/Disorder,Disease/Disorder,1,1
Pulmonary Disease/Disorders,,,
COPD,,0,1
Emboli,,1,1
Pneumonia,Pneumonia,6,22
Pulmonary Malignancy,Pulmonary Malignancy,0,2
Systemic Diseases/Disorders,,,
Metastatic Malignancy of Unknown Primary,Metastatic Malignancy of Unknown Primary,0,1
Sepsis,,0,3
Natural Death Subtotal,,22,52
UNDETERMINED DEATHS,,Autopsied,Total Cases
Undetermined Deaths After Autopsy and/or Investigation,Undetermined Deaths After Autopsy and/or Investigation,,
Other Undetermined,Other Undetermined,1,1
Undetermined Death Subtotal,,1,1
UNNATURAL DEATHS,,Autopsied,Total Cases
Substance Abuse,,,
Illegal (Street) Drug Poisoning,Illegal (Street) Drug Poisoning,1,1
Unnatural Death Subtotal,,1,1
TOTAL OCME DEATHS,,24,54
Virginia Department of Health,Office of the Chief Medical Examiner,,April 2014
