Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”,Name: “Table 1 of 1 on page 90 of 200”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,,,,,
,,,,,,,P a g e | 88,P a g e | 88
County/City of Injury,2006,2007,2008,2009,2010,2011,2012,Total
Rappahannock County,1,0,0,0,1,0,0,2
Richmond City,85,61,39,44,44,42,47,362
Richmond County,0,0,1,0,0,0,0,1
Roanoke City,13,8,13,12,8,9,9,72
Roanoke County,1,2,1,2,6,1,3,16
Rockbridge County,0,1,1,0,1,1,0,4
Rockingham County,1,0,1,1,0,1,0,4
Russell County,2,0,1,1,0,3,0,7
Salem City,0,0,2,1,1,0,0,4
Scott County,0,2,1,0,1,1,2,7
Shenandoah County,0,0,0,1,0,0,1,2
Smyth County,0,0,3,1,0,3,2,9
Southampton County,1,3,0,2,1,0,0,7
Spotsylvania County,4,4,0,4,6,3,1,22
Stafford County,1,3,6,6,2,2,1,21
Staunton City,0,0,2,3,2,1,0,8
Suffolk City,8,3,5,8,4,3,2,33
Surry County,0,0,1,0,2,0,1,4
Sussex County,1,0,0,0,0,0,1,2
Tazewell County,0,3,2,6,4,0,1,16
Virginia Beach City,20,18,18,17,15,17,22,127
Warren County,2,0,0,1,0,0,0,3
Washington County,0,1,2,1,2,3,3,12
Waynesboro City,0,1,1,0,2,0,0,4
Westmoreland County,2,1,1,0,0,0,1,5
Williamsburg City,1,0,0,0,0,1,0,2
Winchester City,2,2,0,0,0,0,0,4
Wise County,0,2,0,1,1,1,4,9
Wythe County,1,0,2,0,0,1,0,4
York County,3,1,1,2,0,2,0,9
Subtotal (in-state),422,435,387,403,376,334,334,2691
Out of State,1,6,4,1,6,5,5,28
Unknown,4,2,8,6,9,6,5,40
Subtotal (out-of-state),5,8,12,7,15,11,10,68
TOTAL,427,443,399,410,391,345,344,2759
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,,April 2014
