Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”,Name: “Table 1 of 1 on page 135 of 200”
Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135
,,,,,,,
,,,,,,,P a g e | 133
,,UNDETERMINED CHILD DEATHS (N=75),UNDETERMINED CHILD DEATHS (N=75),UNDETERMINED CHILD DEATHS (N=75),UNDETERMINED CHILD DEATHS (N=75),UNDETERMINED CHILD DEATHS (N=75),
"A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.","A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.","A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.","A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.","A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.","A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.","A total of 75 undetermined deaths of children occurred in 2012, representing 26.2% of all child deaths.",
,Infants accounted for 90.7% of undetermined deaths,Infants accounted for 90.7% of undetermined deaths,Infants accounted for 90.7% of undetermined deaths,Infants accounted for 90.7% of undetermined deaths,,,
,"Of the 68 undetermined deaths of children under 1 year of age, 82.4% had a diagnosis of SUID","Of the 68 undetermined deaths of children under 1 year of age, 82.4% had a diagnosis of SUID","Of the 68 undetermined deaths of children under 1 year of age, 82.4% had a diagnosis of SUID","Of the 68 undetermined deaths of children under 1 year of age, 82.4% had a diagnosis of SUID","Of the 68 undetermined deaths of children under 1 year of age, 82.4% had a diagnosis of SUID","Of the 68 undetermined deaths of children under 1 year of age, 82.4% had a diagnosis of SUID",
"Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012","Figure 3.23 Total Number and Rate of OCME Undetermined Child Deaths by Year, 2006-2012"
100,,,,,,,6
,,Total Cases,,,,,
,90,Mortality Rate,,86,,,
,,,,,,80,5
,80,,,,,,
,,,,,,,75
,70,,68,,69,,
,,,,,,,4
,,59,,,,,
,60,,,,,,
,50,,,,,,3
,40,,,,,,
,31,,,,,,2
,30,,,,,,
,20,,,,,,
,,,,,,,1
,10,,,,,,
,0,,,,,,0
,2006,2007,2008,2009,2010,2011,2012
,,,,Year,,,
,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the,*Rate calculations for years 2003-2011 were recalculated using updated annual Virginia population totals. These population estimates came from the
,"Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002","Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002","Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002","Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002","Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002","Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002","Virginia Department of Health, Division of Health Statistics (http://www.vdh.virginia.gov/healthstats/stats.htm#pop); Stars on years 1999-2002"
,indicate that a different Virginia population source was used for the rate calculation as determined by previous OCME Annual Reports.,indicate that a different Virginia population source was used for the rate calculation as determined by previous OCME Annual Reports.,indicate that a different Virginia population source was used for the rate calculation as determined by previous OCME Annual Reports.,indicate that a different Virginia population source was used for the rate calculation as determined by previous OCME Annual Reports.,indicate that a different Virginia population source was used for the rate calculation as determined by previous OCME Annual Reports.,indicate that a different Virginia population source was used for the rate calculation as determined by previous OCME Annual Reports.,
Virginia Department of Health,Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
