Name: “Table 1 of 1 on page 121 of 200”,Name: “Table 1 of 1 on page 121 of 200”,Name: “Table 1 of 1 on page 121 of 200”,Name: “Table 1 of 1 on page 121 of 200”,Name: “Table 1 of 1 on page 121 of 200”,Name: “Table 1 of 1 on page 121 of 200”
Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121
,,,,,
,,,,P a g e | 119,P a g e | 119
"Figure 3.6 Total Number and Rate of OCME Accidental Child Deaths by Age Group and Gender, 2012","Figure 3.6 Total Number and Rate of OCME Accidental Child Deaths by Age Group and Gender, 2012","Figure 3.6 Total Number and Rate of OCME Accidental Child Deaths by Age Group and Gender, 2012","Figure 3.6 Total Number and Rate of OCME Accidental Child Deaths by Age Group and Gender, 2012","Figure 3.6 Total Number and Rate of OCME Accidental Child Deaths by Age Group and Gender, 2012","Figure 3.6 Total Number and Rate of OCME Accidental Child Deaths by Age Group and Gender, 2012"
25,,,,,30
,,,Male,Female,
,,,Male Rate,Female Rate,
,,,,,25
20,,,,19,
,,,,,20
15,14,,14,,
13,,,,,
,12,,,12,15
10,9,,,,
,,,,,10
,,5,,,
5,4,,,,
,,,,,5
,,,2,,
0,,,,,0
"
    ",1-4,5-9,10-14,15-17,
,Age Group (years),Age Group (years),,,
"Figure 3.7 Percentage of Accidental Child Deaths by Race/Ethnicity, 2012","Figure 3.7 Percentage of Accidental Child Deaths by Race/Ethnicity, 2012","Figure 3.7 Percentage of Accidental Child Deaths by Race/Ethnicity, 2012","Figure 3.7 Percentage of Accidental Child Deaths by Race/Ethnicity, 2012","Figure 3.7 Percentage of Accidental Child Deaths by Race/Ethnicity, 2012",
,,Asian,,,
,,1.9%,,,
,,,,Black,
,,,,33.7%,
White,,,,,
57.7%,,,,,
,,,,Hispanic,
,,,,5.8%,
,,,Other,,
,,,1.0%,,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,April 2014
