Name: “Table 1 of 1 on page 53 of 200”,Name: “Table 1 of 1 on page 53 of 200”,Name: “Table 1 of 1 on page 53 of 200”,Name: “Table 1 of 1 on page 53 of 200”,Name: “Table 1 of 1 on page 53 of 200”,Name: “Table 1 of 1 on page 53 of 200”,Name: “Table 1 of 1 on page 53 of 200”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,
,,,,,,P a g e | 51
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,,,,,,Total
,Total,Total,Total,Total,Total,
Prince George County,10,0,3,2,0,15
Prince William County,58,1,41,29,3,132
Pulaski County,13,1,10,5,0,29
Radford City,4,1,3,1,0,9
Rappahannock County,2,0,2,4,0,8
Richmond City,176,55,125,45,10,411
Richmond County,3,0,1,0,1,5
Roanoke City,127,12,39,28,6,212
Roanoke County,12,1,14,10,1,38
Rockbridge County,11,0,2,3,0,16
Rockingham County,21,0,4,9,2,36
Russell County,12,0,6,5,0,23
Salem City,13,1,10,7,2,33
Scott County,9,1,3,4,1,18
Shenandoah County,11,1,8,7,1,28
Smyth County,8,1,8,7,1,25
Southampton County,4,0,6,2,0,12
Spotsylvania County,25,1,21,12,3,62
Stafford County,18,1,18,12,2,51
Staunton City,2,0,11,1,2,16
Suffolk City,22,2,23,12,1,60
Surry County,0,0,2,2,0,4
Sussex County,1,1,5,1,0,8
Tazewell County,27,2,33,8,2,72
Virginia Beach City,96,14,78,46,8,242
Warren County,13,0,11,7,2,33
Washington County,16,1,11,11,0,39
Waynesboro City,6,0,6,2,0,14
Westmoreland County,4,1,6,5,0,16
Williamsburg City,1,0,5,1,0,7
Winchester City,42,1,12,5,1,61
Wise County,17,4,24,4,1,50
Wythe County,14,0,7,5,1,27
York County,13,0,25,10,0,48
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
