Name: “Table 1 of 1 on page 104 of 200”,Name: “Table 1 of 1 on page 104 of 200”,Name: “Table 1 of 1 on page 104 of 200”,Name: “Table 1 of 1 on page 104 of 200”,Name: “Table 1 of 1 on page 104 of 200”,Name: “Table 1 of 1 on page 104 of 200”
Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104
,,,,,
,,,,P a g e | 102,P a g e | 102
"Table 2.14 Total Number and Rate of OCME Suicide Cases by City/County of Residence, 2012","Table 2.14 Total Number and Rate of OCME Suicide Cases by City/County of Residence, 2012","Table 2.14 Total Number and Rate of OCME Suicide Cases by City/County of Residence, 2012","Table 2.14 Total Number and Rate of OCME Suicide Cases by City/County of Residence, 2012","Table 2.14 Total Number and Rate of OCME Suicide Cases by City/County of Residence, 2012","Table 2.14 Total Number and Rate of OCME Suicide Cases by City/County of Residence, 2012"
,,Rate per,,,Rate per
County/City of Residence,Total,"100,000",County/City of Residence,Total,"100,000"
Accomack County,1,3.0,Dickenson County,7,44.6
Albemarle County,8,7.8,Dinwiddie County,1,3.6
Alexandria City,10,6.8,Emporia City,0,0.0
Alleghany County,3,18.5,Essex County,3,26.7
Amelia County,5,39.2,Fairfax City,3,12.8
Amherst County,4,12.4,Fairfax County,99,8.9
Appomattox County,1,6.6,Falls Church City,1,7.6
Arlington County,14,6.3,Fauquier County,11,16.5
Augusta County,15,20.4,Floyd County,5,32.5
Bath County,1,21.5,Fluvanna County,4,15.4
Bedford City,1,16.8,Franklin City,1,11.7
Bedford County,10,14.4,Franklin County,10,17.7
Bland County,1,14.8,Frederick County,16,19.9
Botetourt County,3,9.0,Fredericksburg City,2,7.3
Bristol City,0,0.0,Galax City,1,14.5
Brunswick County,2,11.8,Giles County,0,0.0
Buchanan County,5,21.0,Gloucester County,10,27.1
Buckingham County,2,11.7,Goochland County,0,0.0
Buena Vista City,1,14.9,Grayson County,3,19.8
Campbell County,7,12.7,Greene County,1,5.3
Caroline County,2,6.9,Greensville County,0,0.0
Carroll County,5,16.7,Halifax County,6,16.7
Charles City County,5,69.9,Hampton City,14,10.2
Charlotte County,1,8.1,Hanover County,27,26.8
Charlottesville City,7,15.9,Harrisonburg City,1,2.0
Chesapeake City,31,13.6,Henrico County,32,10.2
Chesterfield County,45,13.9,Henry County,9,17.0
Clarke County,0,0.0,Highland County,1,44.5
Colonial Heights City,4,22.9,Hopewell City,2,8.9
Covington City,2,34.7,Isle of Wight County,5,14.1
Craig County,1,19.2,James City County,10,14.5
Culpeper County,8,16.7,King and Queen County,3,42.6
Cumberland County,1,10.2,King George County,4,16.3
Danville City,5,11.6,King William County,6,37.5
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
