Name: “Table 1 of 1 on page 44 of 200”,Name: “Table 1 of 1 on page 44 of 200”,Name: “Table 1 of 1 on page 44 of 200”,Name: “Table 1 of 1 on page 44 of 200”,Name: “Table 1 of 1 on page 44 of 200”,Name: “Table 1 of 1 on page 44 of 200”,Name: “Table 1 of 1 on page 44 of 200”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,
,,,,,,P a g e | 42
"Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012","Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012","Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012","Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012","Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012","Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012","Table 1.9 Total Number of OCME Cases by Manner of Death and City/County of Injury, 2012"
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Injury,,,,,,Total
,Total,Total,Total,Total,Total,
Accomack County,15,2,16,1,2,36
Albemarle County,28,4,12,10,2,56
Alexandria City,16,0,28,10,2,56
Alleghany County,7,1,1,4,0,13
Amelia County,9,0,5,6,0,20
Amherst County,19,0,26,7,1,53
Appomattox County,4,0,2,2,0,8
Arlington County,34,5,41,16,0,96
Augusta County,33,2,18,16,1,70
Bath County,6,0,2,1,1,10
Bedford City,0,0,2,1,0,3
Bedford County,40,1,9,8,0,58
Bland County,2,0,2,1,1,6
Botetourt County,15,0,6,5,1,27
Bristol City,7,1,10,1,1,20
Brunswick County,14,1,7,1,0,23
Buchanan County,20,2,12,5,0,39
Buckingham County,7,0,6,2,0,15
Buena Vista City,2,0,0,0,0,2
Campbell County,25,3,11,9,0,48
Caroline County,10,0,6,2,0,18
Carroll County,14,0,14,6,1,35
Charles City County,5,0,2,7,0,14
Charlotte County,6,1,3,1,0,11
Charlottesville City,8,2,4,7,0,21
Chesapeake City,58,12,47,26,2,145
Chesterfield County,82,11,56,39,5,193
Clarke County,8,0,5,0,0,13
Colonial Heights City,3,0,3,6,0,12
Covington City,0,1,1,2,0,4
Craig County,1,0,0,1,0,2
Culpeper County,20,1,7,9,3,40
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,April 2014
