Name: “Table 1 of 1 on page 146 of 200”,Name: “Table 1 of 1 on page 146 of 200”,Name: “Table 1 of 1 on page 146 of 200”,Name: “Table 1 of 1 on page 146 of 200”,Name: “Table 1 of 1 on page 146 of 200”,Name: “Table 1 of 1 on page 146 of 200”
Table: 146,Table: 146,Table: 146,Table: 146,Table: 146,Table: 146
,,,,,
,,,,,P a g e | 144
"Table 4.3 Total Number and Rate of OCME Motor Vehicle Deaths by City/County of Residence, 2012","Table 4.3 Total Number and Rate of OCME Motor Vehicle Deaths by City/County of Residence, 2012","Table 4.3 Total Number and Rate of OCME Motor Vehicle Deaths by City/County of Residence, 2012","Table 4.3 Total Number and Rate of OCME Motor Vehicle Deaths by City/County of Residence, 2012","Table 4.3 Total Number and Rate of OCME Motor Vehicle Deaths by City/County of Residence, 2012","Table 4.3 Total Number and Rate of OCME Motor Vehicle Deaths by City/County of Residence, 2012"
,,Rate per,,,Rate per
County/City of Residence,Total,"100,000",County/City of Residence,Total,"100,000"
Accomack County,6,18.0,Dinwiddie County,7,25.0
Albemarle County,8,7.8,Emporia City,0,0.0
Alexandria City,4,2.7,Essex County,1,8.9
Alleghany County,3,18.5,Fairfax City,4,17.0
Amelia County,7,54.9,Fairfax County,41,3.7
Amherst County,8,24.7,Falls Church City,0,0.0
Appomattox County,7,46.3,Fauquier County,9,13.5
Arlington County,7,3.2,Floyd County,2,13.0
Augusta County,8,10.9,Fluvanna County,4,15.4
Bath County,2,43.0,Franklin City,1,11.7
Bedford City,1,16.8,Franklin County,15,26.6
Bedford County,21,30.2,Frederick County,11,13.7
Bland County,0,0.0,Fredericksburg City,0,0.0
Botetourt County,3,9.0,Galax City,1,14.5
Bristol City,0,0.0,Giles County,0,0.0
Brunswick County,7,41.2,Gloucester County,8,21.7
Buchanan County,6,25.1,Goochland County,5,23.4
Buckingham County,7,41.0,Grayson County,3,19.8
Buena Vista City,2,29.8,Greene County,2,10.7
Campbell County,10,18.1,Greensville County,3,25.3
Caroline County,6,20.7,Halifax County,6,16.7
Carroll County,6,20.1,Hampton City,11,8.0
Charles City County,3,41.9,Hanover County,9,8.9
Charlotte County,2,16.1,Harrisonburg City,1,2.0
Charlottesville City,4,9.1,Henrico County,17,5.4
Chesapeake City,17,7.4,Henry County,15,28.3
Chesterfield County,22,6.8,Highland County,2,89.1
Clarke County,0,0.0,Hopewell City,1,4.5
Colonial Heights City,1,5.7,Isle of Wight County,6,16.9
Covington City,1,17.3,James City County,3,4.3
Craig County,1,19.2,King and Queen County,3,42.6
Culpeper County,13,27.1,King George County,3,12.2
Cumberland County,2,20.3,King William County,0,0.0
Danville City,3,7.0,Lancaster County,2,17.8
Dickenson County,2,12.7,Lee County,6,23.6
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
