Name: “Table 1 of 1 on page 47 of 200”,Name: “Table 1 of 1 on page 47 of 200”,Name: “Table 1 of 1 on page 47 of 200”,Name: “Table 1 of 1 on page 47 of 200”,Name: “Table 1 of 1 on page 47 of 200”,Name: “Table 1 of 1 on page 47 of 200”,Name: “Table 1 of 1 on page 47 of 200”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,
,,,,,,P a g e | 45
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Injury,,,,,,Total
,Total,Total,Total,Total,Total,
Prince George County,12,0,4,3,0,19
Prince William County,92,3,41,33,6,175
Pulaski County,14,1,11,6,0,32
Radford City,8,1,4,1,0,14
Rappahannock County,5,0,3,5,0,13
Richmond City,77,47,96,25,6,251
Richmond County,5,0,2,1,1,9
Roanoke City,40,9,30,25,4,108
Roanoke County,27,3,18,13,2,63
Rockbridge County,14,0,3,3,0,20
Rockingham County,25,0,4,9,2,40
Russell County,14,0,6,6,0,26
Salem City,12,0,8,6,2,28
Scott County,9,2,6,5,1,23
Shenandoah County,17,1,8,7,1,34
Smyth County,9,2,9,7,1,28
Southampton County,8,0,13,2,0,23
Spotsylvania County,34,1,25,13,2,75
Stafford County,33,1,20,13,2,69
Staunton City,3,0,12,1,2,18
Suffolk City,25,2,18,12,2,59
Surry County,1,1,4,2,0,8
Sussex County,2,1,6,1,0,10
Tazewell County,23,1,36,8,2,70
Virginia Beach City,111,22,88,51,9,281
Warren County,15,0,10,8,3,36
Washington County,16,3,11,11,0,41
Waynesboro City,13,0,7,2,0,22
Westmoreland County,7,1,8,5,0,21
Williamsburg City,5,0,7,1,1,14
Winchester City,16,0,6,3,0,25
Wise County,19,4,27,3,1,54
Wythe County,17,0,7,4,1,29
York County,8,0,24,8,0,40
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,April 2014
