Name: “Table 1 of 1 on page 173 of 200”,Name: “Table 1 of 1 on page 173 of 200”,Name: “Table 1 of 1 on page 173 of 200”,Name: “Table 1 of 1 on page 173 of 200”,Name: “Table 1 of 1 on page 173 of 200”,Name: “Table 1 of 1 on page 173 of 200”
Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173
,,,,,
,,,,P a g e | 171,P a g e | 171
Table 5.8 Total Number of OCME Drug/Poison Deaths by FHMO Combination and,Table 5.8 Total Number of OCME Drug/Poison Deaths by FHMO Combination and,Table 5.8 Total Number of OCME Drug/Poison Deaths by FHMO Combination and,Table 5.8 Total Number of OCME Drug/Poison Deaths by FHMO Combination and,Table 5.8 Total Number of OCME Drug/Poison Deaths by FHMO Combination and,Table 5.8 Total Number of OCME Drug/Poison Deaths by FHMO Combination and
,"City/County of Residence, 2012","City/County of Residence, 2012","City/County of Residence, 2012",,
,,Rate per,,,Rate per
County/City of Residence,Total Deaths,,County/City of Residence,Total Deaths,
,,"100,000",,,"100,000"
Accomack County,4,12.0,Dickenson County,7,44.6
Albemarle County,2,2.0,Dinwiddie County,0,0.0
Alexandria City,6,4.1,Emporia City,0,0.0
Alleghany County,3,18.5,Essex County,0,0.0
Amelia County,0,0.0,Fairfax City,2,8.5
Amherst County,1,3.1,Fairfax County,23,2.1
Appomattox County,0,0.0,Falls Church City,0,0.0
Arlington County,2,0.9,Fauquier County,1,1.5
Augusta County,7,9.5,Floyd County,0,0.0
Bath County,1,21.5,Fluvanna County,0,0.0
Bedford City,0,0.0,Franklin City,0,0.0
Bedford County,4,5.7,Franklin County,5,8.9
Bland County,0,0.0,Frederick County,2,2.5
Botetourt County,1,3.0,Fredericksburg City,2,7.3
Bristol City,0,0.0,Galax City,0,0.0
Brunswick County,0,0.0,Giles County,4,23.6
Buchanan County,9,37.7,Gloucester County,1,2.7
Buckingham County,0,0.0,Goochland County,1,4.7
Buena Vista City,2,29.8,Grayson County,2,13.2
Campbell County,2,3.6,Greene County,1,5.3
Caroline County,0,0.0,Greensville County,0,0.0
Carroll County,5,16.7,Halifax County,0,0.0
Charles City County,0,0.0,Hampton City,3,2.2
Charlotte County,1,8.1,Hanover County,4,4.0
Charlottesville City,0,0.0,Harrisonburg City,0,0.0
Chesapeake City,1,0.4,Henrico County,9,2.9
Chesterfield County,13,4.0,Henry County,8,15.1
Clarke County,1,7.0,Highland County,0,0.0
Colonial Heights City,1,5.7,Hopewell City,1,4.5
Covington City,0,0.0,Isle of Wight County,0,0.0
Craig County,0,0.0,James City County,0,0.0
Culpeper County,2,4.2,King and Queen County,0,0.0
Cumberland County,0,0.0,King George County,3,12.2
Danville City,0,0.0,King William County,0,0.0
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
