Name: “Table 1 of 1 on page 50 of 200”,Name: “Table 1 of 1 on page 50 of 200”,Name: “Table 1 of 1 on page 50 of 200”,Name: “Table 1 of 1 on page 50 of 200”,Name: “Table 1 of 1 on page 50 of 200”,Name: “Table 1 of 1 on page 50 of 200”,Name: “Table 1 of 1 on page 50 of 200”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,
,,,,,,P a g e | 48
"Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012","Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012","Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012","Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012","Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012","Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012","Table 1.10 Total Number of OCME Cases by Manner of Death and City/County of Death, 2012"
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,,,,,,Total
,Total,Total,Total,Total,Total,
Accomack County,11,1,11,1,1,25
Albemarle County,14,3,12,10,0,39
Alexandria City,14,2,29,12,2,59
Alleghany County,5,1,1,5,0,12
Amelia County,5,0,5,5,0,15
Amherst County,8,0,14,6,0,28
Appomattox County,1,0,1,2,0,4
Arlington County,32,5,41,16,0,94
Augusta County,32,2,18,11,1,64
Bath County,5,0,2,1,1,9
Bedford City,0,0,2,1,0,3
Bedford County,29,0,7,8,0,44
Bland County,1,0,2,0,1,4
Botetourt County,6,0,5,5,0,16
Bristol City,6,1,9,1,1,18
Brunswick County,5,1,5,1,0,12
Buchanan County,19,1,11,5,1,37
Buckingham County,5,0,2,2,0,9
Buena Vista City,2,0,0,0,0,2
Campbell County,14,3,10,8,0,35
Caroline County,6,0,4,2,0,12
Carroll County,11,0,11,5,2,29
Charles City County,5,0,2,6,0,13
Charlotte County,3,1,2,1,0,7
Charlottesville City,76,4,11,14,5,110
Chesapeake City,38,9,48,25,2,122
Chesterfield County,52,9,58,30,3,152
Clarke County,7,0,2,0,0,9
Colonial Heights City,1,0,2,5,0,8
Covington City,0,0,0,1,0,1
Craig County,1,0,0,1,0,2
Culpeper County,11,1,5,10,2,29
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
