Name: “Table 1 of 1 on page 45 of 200”,Name: “Table 1 of 1 on page 45 of 200”,Name: “Table 1 of 1 on page 45 of 200”,Name: “Table 1 of 1 on page 45 of 200”,Name: “Table 1 of 1 on page 45 of 200”,Name: “Table 1 of 1 on page 45 of 200”,Name: “Table 1 of 1 on page 45 of 200”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,
,,,,,,P a g e | 43
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Injury,,,,,,Total
,Total,Total,Total,Total,Total,
Cumberland County,4,1,2,1,0,8
Danville City,16,3,24,4,0,47
Dickenson County,10,0,6,7,0,23
Dinwiddie County,9,3,7,2,0,21
Emporia City,3,1,0,0,0,4
Essex County,3,0,2,3,0,8
Fairfax City,11,0,2,2,0,15
Fairfax County,184,18,111,98,14,425
Falls Church City,0,1,3,2,0,6
Fauquier County,27,3,10,13,0,53
Floyd County,5,0,3,5,0,13
Fluvanna County,7,0,3,5,1,16
Franklin City,1,1,5,1,0,8
Franklin County,38,0,11,11,2,62
Frederick County,25,3,12,19,2,61
Fredericksburg City,20,2,10,4,0,36
Galax City,4,0,0,1,1,6
Giles County,10,0,5,2,1,18
Gloucester County,12,3,8,9,0,32
Goochland County,13,0,5,1,0,19
Grayson County,6,0,5,5,1,17
Greene County,9,0,2,1,1,13
Greensville County,5,0,22,1,0,28
Halifax County,9,0,7,6,1,23
Hampton City,24,15,28,13,4,84
Hanover County,26,5,23,23,0,77
Harrisonburg City,6,1,3,1,2,13
Henrico County,72,14,60,31,3,180
Henry County,31,5,20,9,1,66
Highland County,0,0,0,1,0,1
Hopewell City,6,2,9,3,1,21
Isle of Wight County,11,4,8,6,0,29
James City County,11,0,27,10,0,48
King and Queen County,3,1,1,3,0,8
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,April 2014
