Name: “Table 1 of 1 on page 166 of 200”,Name: “Table 1 of 1 on page 166 of 200”,Name: “Table 1 of 1 on page 166 of 200”,Name: “Table 1 of 1 on page 166 of 200”,Name: “Table 1 of 1 on page 166 of 200”,Name: “Table 1 of 1 on page 166 of 200”
Table: 166,Table: 166,Table: 166,Table: 166,Table: 166,Table: 166
,,,,,
,,,,P a g e | 164,P a g e | 164
,,Rate per,,,Rate per
,Total Deaths,,,Total Deaths,
County/City of Residence,,"100,000",County/City of Residence,,"100,000"
Lexington City,0,0.0,Roanoke City,21,21.5
Loudoun County,18,5.3,Roanoke County,10,10.8
Louisa County,4,12.0,Rockbridge County,0,0.0
Lunenburg County,0,0.0,Rockingham County,4,5.2
Lynchburg City,10,13.0,Russell County,7,24.6
Madison County,3,22.7,Salem City,6,24.0
Manassas,10,49.5,Scott County,3,13.2
Manassas Park,0,0.0,Shenandoah County,8,18.8
Martinsville City,4,29.1,Smyth County,5,15.8
Mathews County,0,0.0,Southampton County,1,5.4
Mecklenburg County,1,3.1,Spotsylvania County,12,9.5
Middlesex County,0,0.0,Stafford County,6,4.5
Montgomery County,7,7.4,Staunton City,2,8.4
Nelson County,1,6.7,Suffolk City,4,4.7
New Kent County,0,0.0,Surry County,0,0.0
Newport News City,16,8.9,Sussex County,1,8.4
Norfolk City,28,11.4,Tazewell County,18,40.7
Northampton County,0,0.0,Virginia Beach City,41,9.2
Northumberland County,4,32.4,Warren County,7,18.4
Norton City,0,0.0,Washington County,7,12.7
Nottoway County,1,6.3,Waynesboro City,5,23.7
Orange County,7,20.4,Westmoreland County,0,0.0
Page County,4,16.7,Williamsburg City,1,6.6
Patrick County,3,16.3,Winchester City,8,29.8
Petersburg City,3,9.4,Wise County,14,34.2
Pittsylvania County,8,12.7,Wythe County,6,20.5
Poquoson City,0,0.0,York County,0,0.0
Portsmouth City,5,5.2,Subtotal (in-state),757,9.3
Powhatan County,4,14.2,Out of State,46,ND
Prince Edward County,2,8.6,Unknown,2,ND
Prince George County,0,0.0,Subtotal (out-of-state),48,ND
Prince William County,38,8.8,TOTAL,805,ND
Pulaski County,3,8.6,,,
Radford City,3,18.0,,,
Rappahannock County,1,13.4,,,
Richmond City,32,15.2,,,
Richmond County,0,0.0,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
