Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”,Name: “Table 1 of 1 on page 108 of 200”
Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108
,,,,,,,,
,,,,,,,P a g e | 106,P a g e | 106
"Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012","Table 2.15 Total Number of OCME Suicide Deaths by City/County of Injury and Year of Death, 2006-2012"
County/City of Injury,2006,2007,2008,2009,2010,2011,2012,Total
Accomack County,4,2,1,4,6,6,1,24
Albemarle County,2,6,8,13,6,11,10,56
Alexandria City,12,11,13,14,14,14,10,88
Alleghany County,3,2,0,4,6,5,4,24
Amelia County,2,1,1,3,1,4,6,18
Amherst County,4,6,6,7,7,5,7,42
Appomattox County,2,0,0,3,3,2,2,12
Arlington County,14,12,28,10,21,16,16,117
Augusta County,12,11,13,16,11,14,16,93
Bath County,1,0,1,0,0,1,1,4
Bedford City,1,1,1,2,2,0,1,8
Bedford County,7,6,9,14,14,13,8,71
Bland County,2,1,0,3,1,1,1,9
Botetourt County,3,4,3,5,2,6,5,28
Bristol City,4,4,1,2,3,3,1,18
Brunswick County,2,2,1,1,3,1,1,11
Buchanan County,5,6,7,7,10,1,5,41
Buckingham County,3,3,5,1,3,2,2,19
Buena Vista City,0,0,1,1,1,0,0,3
Campbell County,6,3,7,6,6,10,9,47
Caroline County,3,6,3,3,5,2,2,24
Carroll County,6,8,6,10,9,7,6,52
Charles City County,0,0,2,2,2,3,7,16
Charlotte County,3,2,1,3,2,3,1,15
Charlottesville City,11,7,5,4,3,1,7,38
Chesapeake City,19,20,18,25,26,24,26,158
Chesterfield County,29,25,32,32,34,40,39,231
Clarke County,2,1,3,3,3,5,0,17
Colonial Heights City,1,2,3,1,2,1,6,16
Covington City,2,2,1,0,0,2,2,9
Craig County,0,1,2,4,0,2,1,10
Culpeper County,6,10,2,11,5,7,9,50
Cumberland County,0,1,2,2,0,3,1,9
Danville City,7,3,4,8,7,6,4,39
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,,April 2014
