Name: “Table 1 of 1 on page 144 of 200”,Name: “Table 1 of 1 on page 144 of 200”,Name: “Table 1 of 1 on page 144 of 200”,Name: “Table 1 of 1 on page 144 of 200”,Name: “Table 1 of 1 on page 144 of 200”,Name: “Table 1 of 1 on page 144 of 200”
Table: 144,Table: 144,Table: 144,Table: 144,Table: 144,Table: 144
,,,,,
,,,,,P a g e | 142
Position of,,,,,
,,,0.01-0.07%,,
Decedent during,Vehicle Type,No Ethanol,,>0.08 W/V,Total
,,,W/V,,
Collision,,,,,
,Unknown,2,0,0,2
,Subtotal of Passenger,,,,
,Front,66,3,12,81
,Ambulance,1,0,0,1
,Boat,1,0,0,1
,Car,1,1,1,3
Passenger,Motorcycle,1,0,0,1
Other,Sport Utility Vehicle,1,0,0,1
,Truck (other),1,0,0,1
,Van,2,0,0,2
,Subtotal of Passenger,,,,
,Other,8,1,1,10
,All Terrain Vehicle,1,0,0,1
,Car,27,1,0,28
,Motorcycle,3,0,1,4
Passenger,Pickup Truck,2,0,0,2
Rear,Sport Utility Vehicle,2,1,0,3
,Unknown,2,0,0,2
,Van,4,1,0,5
,Subtotal of Passenger,,,,
,Rear,41,3,1,45
,Bicycle,2,1,0,3
,Bulldozer,1,0,0,1
,Bus,1,0,0,1
,Car,38,3,18,59
,Dump Truck,2,0,0,2
,Farm Equipment,3,0,0,3
,Lawnmower,1,0,0,1
Pedestrian,,,,,
,Multiple,0,0,2,2
,Pickup Truck,14,1,4,19
,Sport Utility Vehicle,11,0,4,15
,Tractor Trailer,6,0,1,7
,Train,7,1,2,10
,Truck (other),3,0,1,4
,Unknown,7,0,1,8
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
