Name: “Table 1 of 1 on page 82 of 200”,Name: “Table 1 of 1 on page 82 of 200”,Name: “Table 1 of 1 on page 82 of 200”,Name: “Table 1 of 1 on page 82 of 200”,Name: “Table 1 of 1 on page 82 of 200”,Name: “Table 1 of 1 on page 82 of 200”
Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82
,,,,,
,,,,,P a g e | 80
"Table 2.6 Total Number and Rate of OCME Homicide Deaths by City/County of Residence, 2012","Table 2.6 Total Number and Rate of OCME Homicide Deaths by City/County of Residence, 2012","Table 2.6 Total Number and Rate of OCME Homicide Deaths by City/County of Residence, 2012","Table 2.6 Total Number and Rate of OCME Homicide Deaths by City/County of Residence, 2012","Table 2.6 Total Number and Rate of OCME Homicide Deaths by City/County of Residence, 2012","Table 2.6 Total Number and Rate of OCME Homicide Deaths by City/County of Residence, 2012"
,,Rate per,,,Rate per
County/City of Residence,Total,"100,000",County/City of Residence,Total,"100,000"
Accomack County,2,6.0,Dinwiddie County,2,7.1
Albemarle County,5,4.9,Emporia City,1,17.4
Alexandria City,0,0.0,Essex County,0,0.0
Alleghany County,0,0.0,Fairfax City,0,0.0
Amelia County,1,7.8,Fairfax County,19,1.7
Amherst County,0,0.0,Falls Church City,0,0.0
Appomattox County,0,0.0,Fauquier County,3,4.5
Arlington County,4,1.8,Floyd County,0,0.0
Augusta County,2,2.7,Fluvanna County,0,0.0
Bath County,0,0.0,Franklin City,1,11.7
Bedford City,0,0.0,Franklin County,0,0.0
Bedford County,1,1.4,Frederick County,1,1.2
Bland County,0,0.0,Fredericksburg City,1,3.7
Botetourt County,1,3.0,Galax City,0,0.0
Bristol City,0,0.0,Giles County,0,0.0
Brunswick County,0,0.0,Gloucester County,3,8.1
Buchanan County,2,8.4,Goochland County,0,0.0
Buckingham County,0,0.0,Grayson County,0,0.0
Buena Vista City,0,0.0,Greene County,0,0.0
Campbell County,3,5.4,Greensville County,0,0.0
Caroline County,0,0.0,Halifax County,0,0.0
Carroll County,0,0.0,Hampton City,15,11.0
Charles City County,0,0.0,Hanover County,5,5.0
Charlotte County,1,8.1,Harrisonburg City,0,0.0
Charlottesville City,1,2.3,Henrico County,17,5.4
Chesapeake City,11,4.8,Henry County,4,7.6
Chesterfield County,11,3.4,Highland County,0,0.0
Clarke County,0,0.0,Hopewell City,2,8.9
Colonial Heights City,0,0.0,Isle of Wight County,4,11.3
Covington City,2,34.7,James City County,0,0.0
Craig County,0,0.0,King and Queen County,1,14.2
Culpeper County,1,2.1,King George County,0,0.0
Cumberland County,2,20.3,King William County,0,0.0
Danville City,3,7.0,Lancaster County,1,8.9
Dickenson County,0,0.0,Lee County,0,0.0
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
