Name: “Table 1 of 1 on page 52 of 200”,Name: “Table 1 of 1 on page 52 of 200”,Name: “Table 1 of 1 on page 52 of 200”,Name: “Table 1 of 1 on page 52 of 200”,Name: “Table 1 of 1 on page 52 of 200”,Name: “Table 1 of 1 on page 52 of 200”,Name: “Table 1 of 1 on page 52 of 200”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,
,,,,,,P a g e | 50
,,,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,,,,,,Total
,Total,Total,Total,Total,Total,
King George County,5,0,5,3,0,13
King William County,3,0,3,7,0,13
Lancaster County,1,1,6,3,0,11
Lee County,11,0,6,9,3,29
Lexington City,0,0,1,1,0,2
Loudoun County,27,2,20,30,2,81
Louisa County,8,1,3,3,0,15
Lunenburg County,4,0,4,3,0,11
Lynchburg City,59,3,28,8,2,100
Madison County,5,1,3,4,0,13
Manassas,23,1,10,7,5,46
Manassas Park,0,0,0,0,0,0
Martinsville City,9,1,8,3,1,22
Mathews County,2,0,3,1,0,6
Mecklenburg County,13,0,9,4,0,26
Middlesex County,2,0,2,3,0,7
Montgomery County,21,0,13,8,1,43
Nelson County,7,0,7,3,0,17
New Kent County,4,0,4,4,1,13
Newport News City,44,29,54,32,13,172
Norfolk City,141,56,82,38,19,336
Northampton County,6,1,12,0,1,20
Northumberland County,5,1,0,0,0,6
Norton City,4,0,4,1,0,9
Nottoway County,4,2,7,1,0,14
Orange County,6,1,11,10,1,29
Page County,7,1,5,4,0,17
Patrick County,8,0,6,4,0,18
Petersburg City,13,5,29,6,2,55
Pittsylvania County,23,1,17,12,1,54
Poquoson City,0,0,0,0,0,0
Portsmouth City,19,8,33,18,4,82
Powhatan County,9,0,15,5,1,30
Prince Edward County,10,1,12,4,2,29
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
