Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile
Murder,2,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,9,4,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,3,1,1,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,2,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,3,0,104,6
Manslaughter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Kidnaping,0,0,5,0,1,0,2,0,1,0,0,0,13,1,8,0,0,0,6,0,0,0,0,0,1,0,5,0,3,0,7,0,4,0,4,0,0,0,0,0,26,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,93,5,5,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,1,0,0,0,0,0,3,0,10,0,8,0,3,0,0,0,4,0,13,0,0,0,1,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,1,0,1,0,5,0,1,0,4,0,3,0,4,0,2,0,0,0,1,0,4,0,7,0,0,0,1,0,0,0,58,2,5,0,1,0,0,0,16,0,1,0,2,0,0,0,5,0,2,0,19,0,1,0,13,0,15,0,0,0,1,0,4,0,2,0,5,0,1,0,2,0,2,0,12,1,471,9
"Sex Offenses, Forcible",6,5,12,0,0,0,1,0,3,1,3,0,16,10,13,0,0,0,7,2,0,0,1,1,0,3,6,0,2,0,7,0,7,0,2,0,0,0,0,0,33,17,0,0,0,0,10,2,0,1,3,0,11,3,2,0,59,17,10,5,0,0,0,0,6,0,16,2,4,0,1,0,0,0,4,1,3,3,0,0,9,1,14,5,10,2,8,2,0,0,5,2,8,8,0,0,3,2,1,1,0,0,1,0,13,5,1,0,2,0,2,0,0,0,6,2,0,0,8,1,0,0,6,0,1,0,3,0,4,0,1,0,1,0,4,0,15,0,3,1,0,0,7,4,66,18,4,1,2,0,1,0,17,6,0,1,8,0,1,1,4,0,7,1,4,1,2,0,21,2,29,1,2,1,2,0,8,3,2,0,3,1,0,0,5,2,1,3,8,9,581,160
Robbery,4,1,22,5,1,0,0,0,0,0,0,0,36,17,3,0,0,0,1,0,0,0,3,0,6,0,1,0,1,0,3,0,3,0,3,0,0,0,2,0,62,17,0,0,0,0,2,0,0,0,0,0,1,0,1,0,138,40,1,0,0,0,0,0,5,0,5,0,0,0,3,1,1,0,0,0,2,0,0,0,2,1,8,0,88,33,16,0,0,0,1,0,5,1,0,0,1,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,2,0,1,0,0,0,3,1,0,0,2,0,1,1,3,0,2,2,2,1,56,27,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,28,0,23,1,0,0,2,0,4,0,4,0,3,0,0,0,4,0,7,0,11,1,640,152
Aggravated Assault,17,1,23,4,12,0,7,2,16,0,4,1,64,5,24,0,1,0,17,3,3,0,13,0,7,0,12,1,5,1,13,2,11,0,15,0,1,0,9,0,113,30,3,1,6,0,39,4,4,0,10,0,14,1,10,0,217,22,10,0,2,0,4,3,13,1,10,3,9,0,8,0,7,0,12,0,11,0,4,0,22,1,28,6,134,38,53,2,1,0,6,0,15,8,5,1,8,1,1,0,1,0,25,0,49,9,6,1,5,1,1,0,2,0,19,5,3,0,26,2,4,0,10,7,7,1,3,0,11,0,9,0,4,0,10,0,17,0,8,8,7,0,10,2,137,39,20,0,2,2,6,0,32,0,9,0,9,2,12,0,12,1,12,1,34,2,6,0,54,3,69,12,4,1,9,0,23,0,5,1,16,0,6,1,31,0,15,1,8,3,1821,247
Simple Assault/Intimidation,90,3,293,30,83,5,45,1,80,7,13,9,383,41,91,0,1,0,291,14,12,0,78,10,27,3,207,2,111,0,219,2,173,2,184,2,19,1,79,2,1497,1158,22,4,21,0,342,36,71,1,112,1,78,9,62,5,2362,337,230,22,14,0,48,1,120,13,317,60,77,6,134,11,35,2,58,4,68,17,27,0,138,5,315,95,971,279,368,18,3,0,99,3,177,75,20,0,104,8,64,3,15,0,78,0,494,30,112,0,57,14,57,0,48,6,87,6,10,1,367,29,43,2,53,10,74,4,94,0,90,5,53,10,41,3,114,1,364,10,67,13,71,4,76,9,1788,374,233,11,31,4,21,0,533,56,64,0,54,7,173,7,121,0,165,21,238,7,35,0,398,34,468,72,24,3,27,2,289,14,190,19,219,9,69,1,378,2,77,7,204,54,18697,3168
Arson,0,0,2,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,6,25,0,0,0,0,0,1,0,0,2,1,5,0,1,0,6,6,1,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,6,22,2,0,0,0,1,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,1,0,3,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,6,80,86
Extortion/Blackmail,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,28,4
