Name: “Table 1 of 1 on page 58 of 179”,Name: “Table 1 of 1 on page 58 of 179”,Name: “Table 1 of 1 on page 58 of 179”,Name: “Table 1 of 1 on page 58 of 179”,Name: “Table 1 of 1 on page 58 of 179”,Name: “Table 1 of 1 on page 58 of 179”,Name: “Table 1 of 1 on page 58 of 179”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,
,,,,,,P a g e | 56
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Mecklenburg,18,17,11,16,10,72
Middlesex,3,7,6,6,6,28
Montgomery,15,24,27,24,30,120
Nelson,6,12,6,11,6,41
New Kent,15,6,7,8,12,48
Newport News,52,36,36,53,40,217
Norfolk,59,79,59,67,49,313
Northampton,6,8,10,9,5,38
Northumberland,2,3,8,4,6,23
Norton,3,0,1,1,2,7
Nottoway,6,8,3,14,6,37
Orange,6,14,13,10,14,57
Page,4,10,4,7,8,33
Patrick,5,7,11,8,8,39
Petersburg,16,22,14,14,13,79
Pittsylvania,28,30,37,29,25,149
Poquoson,5,1,1,3,1,11
Portsmouth,29,20,18,29,23,119
Powhatan,14,6,7,5,3,35
Prince Edward,9,16,5,14,11,55
Prince George,9,12,12,10,12,55
Prince William,69,57,65,64,75,330
Pulaski,16,23,19,15,19,92
Radford,2,5,9,3,8,27
Rappahannock,0,4,2,3,6,15
Richmond City,127,132,85,69,66,479
Richmond,2,2,6,2,4,16
Roanoke City,37,30,32,41,36,176
Roanoke,27,22,23,19,17,108
Rockbridge,12,14,10,13,7,56
Rockingham,30,21,19,16,18,104
Russell,19,19,15,11,16,80
Salem,13,7,8,8,8,44
Scott,6,8,10,9,5,38
Shenandoah,14,5,24,13,12,68
Smyth,13,10,11,7,12,53
Southampton,10,15,10,10,11,56
Spotsylvania,29,39,30,29,43,170
Stafford,18,43,25,24,21,131
Staunton,7,6,8,7,5,33
Suffolk,16,36,26,17,30,125
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
