Name: “Table 1 of 1 on page 69 of 179”,Name: “Table 1 of 1 on page 69 of 179”,Name: “Table 1 of 1 on page 69 of 179”,Name: “Table 1 of 1 on page 69 of 179”,Name: “Table 1 of 1 on page 69 of 179”,Name: “Table 1 of 1 on page 69 of 179”,Name: “Table 1 of 1 on page 69 of 179”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,
,,,,,,P a g e | 67
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Falls Church,0,1,3,0,1,5
Fauquier,7,4,8,9,14,42
Floyd,2,2,1,3,4,12
Fluvanna,2,3,4,2,2,13
Franklin City,0,0,0,0,1,1
Franklin,5,8,6,7,3,29
Frederick,9,7,7,8,8,39
Fredericksburg,6,4,5,2,4,21
Galax,1,1,2,1,3,8
Giles,2,3,3,5,3,16
Gloucester,7,6,9,4,8,34
Goochland,2,5,2,4,2,15
Grayson,3,2,5,2,2,14
Greene,4,2,2,3,4,15
Greensville,2,0,0,2,2,6
Halifax,8,4,4,5,5,26
Hampton,13,16,18,16,9,72
Hanover,12,15,17,11,6,61
Harrisonburg,2,4,4,6,6,22
Henrico,37,26,25,39,30,157
Henry,11,12,19,13,16,71
Highland,0,0,0,0,1,1
Hopewell,1,1,2,3,3,10
Isle of Wight,5,1,0,3,2,11
James City,5,4,9,7,9,34
King and Queen,2,4,2,1,1,10
King George,3,2,2,3,6,16
King William,1,1,1,4,0,7
Lancaster,0,3,4,1,2,10
Lee,5,4,7,5,2,23
Lexington,0,1,0,0,0,1
Loudoun,20,23,13,24,20,100
Louisa,5,8,2,5,9,29
Lunenburg,6,1,1,3,1,12
Lynchburg,8,6,13,5,9,41
Madison,2,4,3,1,3,13
Manassas,2,3,9,3,1,18
Martinsville,0,4,0,1,1,6
Mathews,1,0,2,0,1,4
Mecklenburg,4,6,7,5,8,30
Middlesex,0,1,1,5,1,8
Montgomery,11,22,8,5,9,55
Nelson,2,1,3,4,4,14
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
