Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,
,,,,,,P a g e | 55
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Fairfax City,3,4,5,11,5,28
Fairfax,221,157,144,149,152,823
Falls Church,2,1,0,1,1,5
Fauquier,21,32,26,33,32,144
Floyd,13,10,5,8,5,41
Fluvanna,9,7,14,7,6,43
Franklin City,2,2,1,1,2,8
Franklin,27,22,23,26,21,119
Frederick,24,25,26,31,27,133
Fredericksburg,22,14,15,6,11,68
Galax,0,3,0,0,0,3
Giles,9,5,9,9,10,42
Gloucester,21,10,16,10,20,77
Goochland,6,15,10,14,8,53
Grayson,13,5,2,6,5,31
Greene,4,14,5,4,7,34
Greensville,10,3,2,5,6,26
Halifax,15,22,27,14,20,98
Hampton,31,28,28,25,35,147
Hanover,21,27,26,13,18,105
Harrisonburg,11,1,3,5,4,24
Henrico,89,66,76,73,70,374
Henry,34,15,34,22,26,131
Highland,1,2,2,2,2,9
Hopewell,5,8,6,7,7,33
Isle of Wight,16,16,15,12,13,72
James City,17,8,24,16,13,78
King and Queen,5,7,5,8,2,27
King George,5,7,8,10,2,32
King William,3,7,5,9,2,26
Lancaster,9,9,6,2,2,28
Lee,11,16,10,13,8,58
Lexington,3,2,1,2,4,12
Loudoun,23,37,27,29,32,148
Louisa,16,24,17,21,14,92
Lunenburg,6,11,9,5,2,33
Lynchburg,13,24,24,16,25,102
Madison,3,9,6,3,5,26
Manassas,8,8,6,12,4,38
Martinsville,8,3,8,6,7,32
Mathews,8,4,1,4,2,19
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
