Name: “Table 1 of 1 on page 37 of 179”,Name: “Table 1 of 1 on page 37 of 179”,Name: “Table 1 of 1 on page 37 of 179”,Name: “Table 1 of 1 on page 37 of 179”,Name: “Table 1 of 1 on page 37 of 179”,Name: “Table 1 of 1 on page 37 of 179”,Name: “Table 1 of 1 on page 37 of 179”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,
,,,,,,P a g e | 35
,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total
Fairfax City,5,0,4,4,0,13
Fairfax,152,16,156,87,12,423
Falls Church,1,0,1,1,0,3
Fauquier,32,1,14,14,5,66
Floyd,5,0,1,4,1,11
Fluvanna,6,0,3,2,0,11
Franklin City,2,1,3,1,0,7
Franklin,21,3,16,3,1,44
Frederick,27,1,14,8,3,53
Fredericksburg,11,0,4,4,1,20
Galax,0,0,1,3,0,4
Giles,10,0,3,3,1,17
Gloucester,20,1,9,8,0,38
Goochland,8,1,5,2,0,16
Grayson,5,0,5,2,1,13
Greene,7,0,7,4,0,18
Greensville,6,4,25,2,1,38
Halifax,20,2,13,5,1,41
Hampton,35,17,44,9,4,109
Hanover,18,1,17,6,0,42
Harrisonburg,4,1,2,6,0,13
Henrico,70,12,48,30,3,163
Henry,26,7,19,16,3,71
Highland,2,0,0,1,0,3
Hopewell,7,2,11,3,1,24
Isle of Wight,13,0,7,2,0,22
James City,13,0,20,9,0,42
King and Queen,2,0,1,1,0,4
King George,2,0,7,6,1,16
King William,2,0,5,0,0,7
Lancaster,2,3,2,2,0,9
Lee,8,4,9,2,1,24
Lexington,4,0,2,0,0,6
Loudoun,32,1,30,20,5,88
Louisa,14,3,7,9,0,33
Lunenburg,2,0,2,1,0,5
Lynchburg,25,3,12,9,3,52
Madison,5,1,4,3,0,13
Manassas,4,1,2,1,0,8
Martinsville,7,3,8,1,0,19
Mathews,2,0,3,1,0,6
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
