Name: “Table 1 of 1 on page 41 of 179”,Name: “Table 1 of 1 on page 41 of 179”,Name: “Table 1 of 1 on page 41 of 179”,Name: “Table 1 of 1 on page 41 of 179”,Name: “Table 1 of 1 on page 41 of 179”,Name: “Table 1 of 1 on page 41 of 179”,Name: “Table 1 of 1 on page 41 of 179”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,
,,,,,,P a g e | 39
"Table 10. Total Cases by Manner by City/County of Death, 2010","Table 10. Total Cases by Manner by City/County of Death, 2010","Table 10. Total Cases by Manner by City/County of Death, 2010","Table 10. Total Cases by Manner by City/County of Death, 2010","Table 10. Total Cases by Manner by City/County of Death, 2010","Table 10. Total Cases by Manner by City/County of Death, 2010",
,,Manner of Death,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Accomack,15,2,9,5,0,31
Albemarle,20,3,15,5,0,43
Alexandria,16,2,33,12,2,65
Alleghany,5,2,2,6,0,15
Amelia,2,0,2,0,1,5
Amherst,3,0,11,7,0,21
Appomattox,0,7,1,2,0,10
Arlington,30,0,42,20,1,93
Augusta,24,3,15,8,0,50
Bath,1,0,1,0,0,2
Bedford City,3,0,1,2,1,7
Bedford,19,2,15,9,2,47
Bland,4,1,0,1,0,6
Botetourt,5,0,3,2,0,10
Bristol,6,1,4,3,0,14
Brunswick,9,0,5,3,0,17
Buchanan,22,3,10,9,1,45
Buckingham,3,0,3,2,0,8
Buena Vista,0,0,0,1,0,1
Campbell,4,2,4,5,1,16
Caroline,7,0,5,4,0,16
Carroll,5,1,8,7,0,21
Charles City,5,1,1,3,0,10
Charlotte,2,0,4,0,0,6
Charlottesville,74,5,18,11,1,109
Chesapeake,35,9,46,25,3,118
Chesterfield,53,6,54,32,1,146
Clarke,7,0,2,2,0,11
Colonial Heights,0,0,0,2,0,2
Covington,0,1,3,0,0,4
Craig,1,0,3,0,0,4
Culpeper,10,0,8,5,1,24
Cumberland,1,0,2,0,0,3
Danville,30,7,24,7,0,68
Dickenson,11,2,3,7,0,23
Dinwiddie,9,2,7,7,1,26
Emporia,3,2,18,1,2,26
Essex,5,1,5,3,0,14
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
