Name: “Table 1 of 1 on page 156 of 179”,Name: “Table 1 of 1 on page 156 of 179”,Name: “Table 1 of 1 on page 156 of 179”,Name: “Table 1 of 1 on page 156 of 179”,Name: “Table 1 of 1 on page 156 of 179”,Name: “Table 1 of 1 on page 156 of 179”
Table: 156,Table: 156,Table: 156,Table: 156,Table: 156,Table: 156
,,,,,
,,,,,P a g e | 154
"Table 51. FHMO Deaths & Rates by City/County of Residence, 2010","Table 51. FHMO Deaths & Rates by City/County of Residence, 2010","Table 51. FHMO Deaths & Rates by City/County of Residence, 2010","Table 51. FHMO Deaths & Rates by City/County of Residence, 2010",,
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate
Accomack,0,0.0,Fairfax,22,2.0
Albemarle,3,3.0,Falls Church,0,0.0
Alexandria,2,1.4,Fauquier,6,9.2
Alleghany,2,12.3,Floyd,1,6.5
Amelia,0,0.0,Fluvanna,1,3.9
Amherst,1,3.1,Franklin City,0,0.0
Appomattox,0,0.0,Franklin,5,8.9
Arlington,2,1.0,Frederick,8,10.2
Augusta,7,9.5,Fredericksburg,1,4.1
Bath,0,0.0,Galax,0,0.0
Bedford City,1,16.1,Giles,1,5.8
Bedford,8,11.6,Gloucester,1,2.7
Bland,0,0.0,Goochland,2,9.2
Botetourt,1,3.0,Grayson,1,6.4
Bristol,1,5.6,Greene,3,16.3
Brunswick,0,0.0,Greensville,3,24.5
Buchanan,8,33.2,Halifax,1,2.8
Buckingham,0,0.0,Hampton,7,5.1
Buena Vista,1,15.0,Hanover,3,3.0
Campbell,2,3.6,Harrisonburg,4,8.2
Caroline,0,0.0,Henrico,12,3.9
Carroll,1,3.3,Henry,6,11.1
Charles City,0,0.0,Highland,0,0.0
Charlotte,0,0.0,Hopewell,4,17.7
Charlottesville,1,2.3,Isle of Wight,0,0.0
Chesapeake,7,3.2,James City,0,0.0
Chesterfield,9,2.8,King and Queen,0,0.0
Clarke,0,0.0,King George,1,4.2
Colonial Heights,0,0.0,King William,0,0.0
Covington,0,0.0,Lancaster,0,0.0
Craig,1,19.3,Lee,1,3.9
Culpeper,2,4.3,Lexington,0,0.0
Cumberland,0,0.0,Loudoun,5,1.6
Danville,1,2.3,Louisa,2,6.0
Dickenson,6,37.7,Lunenburg,0,0.0
Dinwiddie,0,0.0,Lynchburg,3,4.0
Emporia,0,0.0,Madison,0,0.0
Essex,1,9.0,Manassas,1,2.6
Fairfax City,0,0.0,Martinsville,2,14.5
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
