Name: “Table 1 of 1 on page 38 of 179”,Name: “Table 1 of 1 on page 38 of 179”,Name: “Table 1 of 1 on page 38 of 179”,Name: “Table 1 of 1 on page 38 of 179”,Name: “Table 1 of 1 on page 38 of 179”,Name: “Table 1 of 1 on page 38 of 179”,Name: “Table 1 of 1 on page 38 of 179”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,
,,,,,,P a g e | 36
,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total
Mecklenburg,10,2,10,8,2,32
Middlesex,6,0,7,1,0,14
Montgomery,30,2,23,9,2,66
Nelson,6,1,3,4,0,14
New Kent,12,0,5,1,0,18
Newport News,40,23,54,20,7,144
Norfolk,49,34,85,29,7,204
Northampton,5,2,2,1,0,10
Northumberland,6,0,1,4,0,11
Norton,2,0,2,0,0,4
Nottoway,6,1,16,3,0,26
Orange,14,1,6,4,0,25
Page,8,1,3,4,0,16
Patrick,8,0,2,7,1,18
Petersburg,13,13,31,4,1,62
Pittsylvania,25,4,23,9,0,61
Poquoson,1,0,2,0,0,3
Portsmouth,23,14,31,16,3,87
Powhatan,3,1,21,8,0,33
Prince Edward,11,0,4,3,0,18
Prince George,12,2,7,5,0,26
Prince William,75,10,52,42,8,187
Pulaski,19,2,14,9,2,46
Radford,8,1,2,2,0,13
Rappahannock,6,1,3,3,0,13
Richmond City,66,44,92,21,9,232
Richmond,4,0,2,2,1,9
Roanoke City,36,8,25,18,3,90
Roanoke,17,6,24,20,1,68
Rockbridge,7,1,4,5,0,17
Rockingham,18,0,10,12,1,41
Russell,16,0,16,5,2,39
Salem,8,1,4,2,1,16
Scott,5,1,4,5,0,15
Shenandoah,12,0,7,5,0,24
Smyth,12,0,18,3,1,34
Southampton,11,1,20,4,1,37
Spotsylvania,43,6,23,22,1,95
Stafford,21,2,20,5,1,49
Staunton,5,2,6,4,0,17
Suffolk,30,4,19,5,0,58
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
