Name: “Table 1 of 1 on page 19 of 179”,Name: “Table 1 of 1 on page 19 of 179”,Name: “Table 1 of 1 on page 19 of 179”,Name: “Table 1 of 1 on page 19 of 179”,Name: “Table 1 of 1 on page 19 of 179”,Name: “Table 1 of 1 on page 19 of 179”,Name: “Table 1 of 1 on page 19 of 179”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,
,,,,,,P a g e | 17
National Association of Medical Examiners Accreditation,National Association of Medical Examiners Accreditation,National Association of Medical Examiners Accreditation,,,,
The National Association of Medical Examiners (NAME) is the professional organization for physician medical,The National Association of Medical Examiners (NAME) is the professional organization for physician medical,The National Association of Medical Examiners (NAME) is the professional organization for physician medical,The National Association of Medical Examiners (NAME) is the professional organization for physician medical,The National Association of Medical Examiners (NAME) is the professional organization for physician medical,The National Association of Medical Examiners (NAME) is the professional organization for physician medical,The National Association of Medical Examiners (NAME) is the professional organization for physician medical
"examiners, medicolegal death investigators and death investigation system administrators who investigate","examiners, medicolegal death investigators and death investigation system administrators who investigate","examiners, medicolegal death investigators and death investigation system administrators who investigate","examiners, medicolegal death investigators and death investigation system administrators who investigate","examiners, medicolegal death investigators and death investigation system administrators who investigate","examiners, medicolegal death investigators and death investigation system administrators who investigate","examiners, medicolegal death investigators and death investigation system administrators who investigate"
"deaths of public interest, either legal or public health, in the United States.","deaths of public interest, either legal or public health, in the United States.","deaths of public interest, either legal or public health, in the United States.","deaths of public interest, either legal or public health, in the United States.","deaths of public interest, either legal or public health, in the United States.",NAME has developed an,NAME has developed an
accreditation process to improve the quality of death investigation within medical examiner offices and,accreditation process to improve the quality of death investigation within medical examiner offices and,accreditation process to improve the quality of death investigation within medical examiner offices and,accreditation process to improve the quality of death investigation within medical examiner offices and,accreditation process to improve the quality of death investigation within medical examiner offices and,accreditation process to improve the quality of death investigation within medical examiner offices and,accreditation process to improve the quality of death investigation within medical examiner offices and
systems.,"When an office is accredited by NAME, it is an endorsement that the office has provided an","When an office is accredited by NAME, it is an endorsement that the office has provided an","When an office is accredited by NAME, it is an endorsement that the office has provided an","When an office is accredited by NAME, it is an endorsement that the office has provided an","When an office is accredited by NAME, it is an endorsement that the office has provided an","When an office is accredited by NAME, it is an endorsement that the office has provided an"
environment adequate for a medical examiner to practice his or her profession and that the office can,environment adequate for a medical examiner to practice his or her profession and that the office can,environment adequate for a medical examiner to practice his or her profession and that the office can,environment adequate for a medical examiner to practice his or her profession and that the office can,environment adequate for a medical examiner to practice his or her profession and that the office can,environment adequate for a medical examiner to practice his or her profession and that the office can,environment adequate for a medical examiner to practice his or her profession and that the office can
adequately serve its jurisdiction.,adequately serve its jurisdiction.,The accreditation process includes but is not limited to: inspection of,The accreditation process includes but is not limited to: inspection of,The accreditation process includes but is not limited to: inspection of,The accreditation process includes but is not limited to: inspection of,The accreditation process includes but is not limited to: inspection of
"facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal","facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal","facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal","facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal","facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal","facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal","facilities, review of facility and personnel safety, qualification of medical examiners, review of medical legal"
"procedures, and review of reports and records. One requirement within the reports and records section is an","procedures, and review of reports and records. One requirement within the reports and records section is an","procedures, and review of reports and records. One requirement within the reports and records section is an","procedures, and review of reports and records. One requirement within the reports and records section is an","procedures, and review of reports and records. One requirement within the reports and records section is an","procedures, and review of reports and records. One requirement within the reports and records section is an","procedures, and review of reports and records. One requirement within the reports and records section is an"
"annual statistical report, which OCME fulfills with this report.","annual statistical report, which OCME fulfills with this report.","annual statistical report, which OCME fulfills with this report.",The following data is needed for the NAME,The following data is needed for the NAME,The following data is needed for the NAME,The following data is needed for the NAME
requirement for the annual statistical report:,requirement for the annual statistical report:,,,,,
,,Central,Northern,Tidewater,Western,Total
A. Deaths reported:,A. Deaths reported:,2834,1592,1431,1801,7658
B. Cases accepted:,B. Cases accepted:,1714,1210,1184,1462,5570
,Retrospectives (handled separately),11,9,41,85,146
C. Manners of death:,C. Manners of death:,,,,,
,Accident,684,481,382,601,2148
,Homicide,130,37,130,94,391
,Natural,590,402,444,448,1884
,Suicide,278,249,194,275,996
,Undetermined,32,41,34,44,151
D. Scene Visits,D. Scene Visits,230,74,158,172,634
E. Bodies transported by office:,E. Bodies transported by office:,1714,1210,1184,1462,5570
F. External examinations:,F. External examinations:,881,572,617,674,2744
G. Complete examinations (autopsy):,G. Complete examinations (autopsy):,823,622,564,783,2792
H. Partial examinations:,H. Partial examinations:,10,16,3,5,34
I. Hospital autopsies under ME jurisdiction:,I. Hospital autopsies under ME jurisdiction:,1,0,2,1,4
J. Cases with toxicology:,J. Cases with toxicology:,878,1162,1073,1476,4589
K. Unidentified bodies after examination:,K. Unidentified bodies after examination:,1,1,0,1,3
L. Organ & tissue donations:,L. Organ & tissue donations:,49,58,40,45,192
L2. Eye donations:,L2. Eye donations:,41,21,145,29,236
M. Unclaimed bodies:,M. Unclaimed bodies:,2,2,8,4,16
N. Exhumations:,N. Exhumations:,0,0,0,0,0
O. Bodies transported to office:,O. Bodies transported to office:,1273,775,741,1016,3805
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
