Name: “Table 1 of 1 on page 59 of 179”,Name: “Table 1 of 1 on page 59 of 179”,Name: “Table 1 of 1 on page 59 of 179”,Name: “Table 1 of 1 on page 59 of 179”,Name: “Table 1 of 1 on page 59 of 179”,Name: “Table 1 of 1 on page 59 of 179”,Name: “Table 1 of 1 on page 59 of 179”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,
,,,,,,P a g e | 57
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Surry,2,7,4,1,6,20
Sussex,13,15,17,11,12,68
Tazewell,36,11,16,19,25,107
Virginia Beach,101,105,102,110,77,495
Warren,6,11,17,9,25,68
Washington,18,20,22,14,21,95
Waynesboro,7,2,7,6,7,29
Westmoreland,13,10,11,6,11,51
Williamsburg,6,5,3,6,2,22
Winchester,15,2,4,10,7,38
Wise,31,28,15,22,22,118
Wythe,11,14,24,12,13,74
York,14,17,14,7,15,67
TOTAL IN STATE,2316,2334,2224,2105,2080,11059
Out of State,29,52,46,52,54,233
Unknown,8,18,27,18,14,85
TOTAL,2353,2404,2297,2175,2148,11377
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
