Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”,Name: “Table 1 of 1 on page 162 of 179”
Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162
,,,,,,,
,,,,,,,P a g e | 160
"Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010","Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010","Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010","Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010","Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010","Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010","Table 56. Cocaine & Heroin Combination Deaths by Alcohol Also Causing Death, 2010",
,,Alcohol Caused Death,Alcohol Caused Death,Alcohol Caused Death,,,
Drug Combination,Drug Combination,Yes,No,Contributed,Total,Total,
Cocaine,Cocaine,12,60,1,73,,
Heroin,,11,24,0,35,,
Cocaine & Heroin,Cocaine & Heroin,3,10,1,14,,
Total,,26,94,2,122,122,
"Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010","Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010","Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010","Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010","Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010","Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010","Table 57. Cocaine & Heroin Combination Deaths by City/County of Residence, 2010",
City/County of Residence,Deaths,Rate,City/County of Residence,City/County of Residence,City/County of Residence,Deaths,Rate
Accomack,0,0.0,Craig,Craig,,2,38.5
Albemarle,0,0.0,Culpeper,Culpeper,,0,0.0
Alexandria,1,0.7,Cumberland,Cumberland,,0,0.0
Alleghany,0,0.0,Danville,Danville,,0,0.0
Amelia,0,0.0,Dickenson,Dickenson,,0,0.0
Amherst,1,3.1,Dinwiddie,Dinwiddie,,0,0.0
Appomattox,0,0.0,Emporia,Emporia,,0,0.0
Arlington,1,0.5,Essex,Essex,,0,0.0
Augusta,0,0.0,Fairfax City,Fairfax City,,1,4.4
Bath,0,0.0,Fairfax,Fairfax,,8,0.7
Bedford City,0,0.0,Falls Church,Falls Church,,0,0.0
Bedford,0,0.0,Fauquier,Fauquier,,2,3.1
Bland,0,0.0,Floyd,Floyd,,0,0.0
Botetourt,0,0.0,Fluvanna,Fluvanna,,0,0.0
Bristol,0,0.0,Franklin City,Franklin City,,0,0.0
Brunswick,0,0.0,Franklin,Franklin,,0,0.0
Buchanan,0,0.0,Frederick,Frederick,,2,2.6
Buckingham,0,0.0,Fredericksburg,Fredericksburg,,1,4.1
Buena Vista,0,0.0,Galax,Galax,,0,0.0
Campbell,0,0.0,Giles,Giles,,0,0.0
Caroline,0,0.0,Gloucester,Gloucester,,0,0.0
Carroll,0,0.0,Goochland,Goochland,,0,0.0
Charles City,0,0.0,Grayson,Grayson,,0,0.0
Charlotte,0,0.0,Greene,Greene,,0,0.0
Charlottesville,0,0.0,Greensville,Greensville,,0,0.0
Chesapeake,5,2.3,Halifax,Halifax,,1,2.8
Chesterfield,7,2.2,Hampton,Hampton,,3,2.2
Clarke,0,0.0,Hanover,Hanover,,1,1.0
Colonial Heights,1,5.7,Harrisonburg,Harrisonburg,,0,0.0
Covington,0,0.0,Henrico,Henrico,,7,2.3
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
