Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”,Name: “Table 1 of 1 on page 26 of 179”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,
,,,,,,,P a g e | 24
,"Table 7. Total Cases by Manner by Gender by Age Group, 2010","Table 7. Total Cases by Manner by Gender by Age Group, 2010","Table 7. Total Cases by Manner by Gender by Age Group, 2010","Table 7. Total Cases by Manner by Gender by Age Group, 2010","Table 7. Total Cases by Manner by Gender by Age Group, 2010","Table 7. Total Cases by Manner by Gender by Age Group, 2010",
,,,,Manner of Death,Manner of Death,,
Gender,Age Group,Accident,Homicide,Natural,Suicide,Undetermined,Total
,"
    ",18,10,28,0,37,93
,1-4,22,3,5,0,2,32
,5-9,11,2,2,0,0,15
,10-14,8,0,3,4,1,16
,15-19,70,31,5,33,3,142
,20-24,109,64,11,53,1,238
,25-34,229,62,59,132,6,488
Male,,,,,,,
,35-44,220,49,166,126,9,570
,45-54,257,32,332,183,14,818
,55-64,169,17,341,114,3,644
,65-74,106,4,207,70,7,394
,75-84,127,4,107,39,1,278
,85+,92,3,27,26,1,149
,Unknown,0,1,0,0,1,2
,Subtotal,1438,282,1293,780,86,3879
,"
    ",4,3,15,0,27,49
,1-4,7,3,3,0,0,13
,5-9,3,0,3,0,1,7
,10-14,5,0,1,0,1,7
,15-19,20,10,5,8,2,45
,20-24,41,20,3,10,1,75
Female,25-34,74,17,42,30,5,168
,35-44,99,23,63,51,7,243
,45-54,122,15,127,60,9,333
,55-64,69,11,95,33,4,212
,65-74,41,4,96,10,4,155
,75-84,92,2,74,9,1,178
,85+,133,1,64,5,2,205
,Subtotal,710,109,591,216,64,1690
Unknown,Unknown,0,0,0,0,1,1
,Subtotal,0,0,0,0,1,1
TOTAL,TOTAL,2148,391,1884,996,151,5570
Virginia Department of Health,Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
