Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”
Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130
,,,,,
,,,,,P a g e | 128
"Table 36. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2010","Table 36. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2010","Table 36. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2010","Table 36. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2010","Table 36. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2010","Table 36. Motor Vehicle Deaths by Decedent Status by Vehicle Type by Ethanol Level, 2010"
,,,Ethanol Presence,,
Status of,,No,0.01-0.07%,≥0.08%,
Decedent,Vehicle,Ethanol,W/V,W/V,Total
,Aircraft,7,0,0,7
,All terrain vehicle,9,0,3,12
,Bicycle,14,0,4,18
,Car,176,11,72,259
,Farm equipment,11,0,0,11
,Mo-ped,11,0,3,14
,Motorcycle,63,4,16,83
Driver,,,,,
,Pickup truck,35,2,26,63
,Sport utility vehicle,27,1,20,48
,Tractor trailer,15,1,1,17
,Truck other,5,0,0,5
,Unknown,1,0,0,1
,Van,17,0,3,20
,Subtotal,391,19,148,558
,All terrain vehicle,1,0,0,1
,Boat,2,0,0,2
,Car,50,2,7,59
,Motorhome,1,0,0,1
Passenger-Front,Pickup truck,7,1,2,10
,Sport utility vehicle,10,0,2,12
,Unknown,1,0,0,1
,Van,4,0,1,5
,Subtotal,76,3,12,91
,Aircraft,1,0,0,1
,Car,9,1,2,12
,Motorcycle,1,0,0,1
,Pickup truck,1,0,0,1
Passenger-Rear,,,,,
,Sport utility vehicle,4,0,1,5
,Unknown,1,0,0,1
,Van,5,0,0,5
,Subtotal,22,1,3,26
,Car,4,2,1,7
,Pickup truck,3,1,2,6
,Sport utility vehicle,2,0,0,2
Passenger-Cargo,Tractor trailer,1,0,0,1
,Train,1,0,0,1
,Truck other,1,0,0,1
,Subtotal,12,3,3,18
,All terrain vehicle,1,0,0,1
Passenger-Other,Boat,1,1,0,2
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
