Name: “Table 1 of 1 on page 68 of 179”,Name: “Table 1 of 1 on page 68 of 179”,Name: “Table 1 of 1 on page 68 of 179”,Name: “Table 1 of 1 on page 68 of 179”,Name: “Table 1 of 1 on page 68 of 179”,Name: “Table 1 of 1 on page 68 of 179”,Name: “Table 1 of 1 on page 68 of 179”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,
,,,,,,P a g e | 66
"Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2010","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2010","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2010","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2010","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2010","Table 17. Suicide Deaths by City/County of Injury by Year of Death, 2006-2010",
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Accomack,4,2,1,4,6,17
Albemarle,2,6,8,13,6,35
Alexandria,12,11,13,14,14,64
Alleghany,3,2,0,4,6,15
Amelia,2,1,1,3,1,8
Amherst,4,6,6,7,7,30
Appomattox,2,0,0,3,3,8
Arlington,14,12,28,10,21,85
Augusta,12,11,13,16,11,63
Bath,1,0,1,0,0,2
Bedford City,1,1,1,2,2,7
Bedford,7,6,9,14,14,50
Bland,2,1,0,3,1,7
Botetourt,3,4,3,5,2,17
Bristol,4,4,1,2,3,14
Brunswick,2,2,1,1,3,9
Buchanan,5,6,7,7,10,35
Buckingham,3,3,5,1,3,15
Buena Vista,0,0,1,1,1,3
Campbell,6,3,7,6,6,28
Caroline,3,6,3,3,5,20
Carroll,6,8,6,10,9,39
Charles City,0,0,2,2,2,6
Charlotte,3,2,1,3,2,11
Charlottesville,11,7,5,4,3,30
Chesapeake,19,20,18,25,26,108
Chesterfield,29,25,32,32,34,152
Clarke,2,1,3,3,3,12
Colonial Heights,1,2,3,1,2,9
Covington,2,2,1,0,0,5
Craig,0,1,2,4,0,7
Culpeper,6,10,2,11,5,34
Cumberland,0,1,2,2,0,5
Danville,7,3,4,8,7,29
Dickenson,2,5,5,8,7,27
Dinwiddie,3,3,1,1,7,15
Emporia,3,0,2,1,1,7
Essex,0,1,3,2,3,9
Fairfax City,2,2,1,6,4,15
Fairfax,85,86,88,104,87,450
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
