Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”
Table: 144,Table: 144,Table: 144
,,
,,P a g e | 142
Class,Drug/Poison/Active Metabolite,Total
,DIFLUOROETHANE,3
,DONEPEZIL,1
,ETHYLENE GLYCOL,4
,FLUCONAZOLE,2
,INSULIN,1
,LEVAMISOLE,5
,LIDOCAINE,11
,METOCLOPRAMIDE,1
,PHENCYCLIDINE,3
,PRILOCAINE,1
,PROPRANOLOL,5
,PROPYLENE GLYCOL,3
,QUININE,1
,TAMOXIFEN,1
,TETRAMISOLE,3
,TRIMETHOPRIM,1
,VOLATILE HYDROCARBONS,2
,Other Total,57
Sedative/Hypnotic,Sedative/Hypnotic,
,BUTABARBITAL,1
,BUTALBITAL,7
,ESTAZOLAM,1
,PENTOBARBITAL,2
,PROMETHAZINE,41
,PROPOFOL,1
,TEMAZEPAM,13
,TRIAZOLAM,1
,TRICHLOROETHANOL,1
,ZOLPIDEM,34
,Sedative/Hypnotic Total,101
Stimulant,,
,AMPHETAMINE,4
,CAFFEINE,1
,COCAETHYLENE,23
,COCAINE,65
,METHAMPHETAMINE,2
,METHYLENEDIOXYMETHAMPHETAMINE - ECSTASY,2
,PHENTERMINE,2
,Stimulant Total,99
Total,,2254
*All drugs/poisons found in drug/poison deaths are reported regardless if they contributed to death.,*All drugs/poisons found in drug/poison deaths are reported regardless if they contributed to death.,
Virginia Department of Health,Office of the Chief Medical Examiner,December 2011
