Name: “Table 1 of 1 on page 44 of 179”,Name: “Table 1 of 1 on page 44 of 179”,Name: “Table 1 of 1 on page 44 of 179”,Name: “Table 1 of 1 on page 44 of 179”,Name: “Table 1 of 1 on page 44 of 179”,Name: “Table 1 of 1 on page 44 of 179”,Name: “Table 1 of 1 on page 44 of 179”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,
,,,,,,P a g e | 42
,,Manner of Death,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Surry,6,2,0,1,0,9
Sussex,9,0,3,3,0,15
Tazewell,24,3,29,6,5,67
Virginia Beach,71,13,72,60,3,219
Warren,22,0,10,5,2,39
Washington,19,2,18,10,3,52
Waynesboro,3,1,6,1,0,11
Westmoreland,6,0,9,2,0,17
Williamsburg,2,0,10,8,0,20
Winchester,30,0,11,10,2,53
Wise,22,0,10,6,3,41
Wythe,7,0,5,1,0,13
York,14,0,25,9,1,49
Total for In-State,2144,388,1882,994,149,5557
Out of State,4,2,2,2,1,11
Unknown,0,1,0,0,1,2
Total for Non-Residents,4,3,2,2,2,13
TOTAL,2148,391,1884,996,151,5570
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
