Name: “Table 1 of 1 on page 171 of 179”,Name: “Table 1 of 1 on page 171 of 179”,Name: “Table 1 of 1 on page 171 of 179”,Name: “Table 1 of 1 on page 171 of 179”,Name: “Table 1 of 1 on page 171 of 179”,Name: “Table 1 of 1 on page 171 of 179”
Table: 171,Table: 171,Table: 171,Table: 171,Table: 171,Table: 171
,,,,,
,,,,,P a g e | 169
"Table 59. State Mental Health Deaths by Facility Type by Gender, 2010","Table 59. State Mental Health Deaths by Facility Type by Gender, 2010","Table 59. State Mental Health Deaths by Facility Type by Gender, 2010","Table 59. State Mental Health Deaths by Facility Type by Gender, 2010","Table 59. State Mental Health Deaths by Facility Type by Gender, 2010",
,,Gender,Gender,,
State Facility Type,State Facility Type,Male,Female,Total,
Training Centers,Training Centers,22,14,36,
All Others,All Others,24,25,49,
Total,Total,46,39,85,
"Table 60. State Mental Health Deaths by Facility Type by Race, 2010","Table 60. State Mental Health Deaths by Facility Type by Race, 2010","Table 60. State Mental Health Deaths by Facility Type by Race, 2010","Table 60. State Mental Health Deaths by Facility Type by Race, 2010","Table 60. State Mental Health Deaths by Facility Type by Race, 2010",
,,Race,Race,,
State Facility Type,State Facility Type,Black,White,Total,
Training Centers,Training Centers,7,29,36,
All Others,All Others,18,31,49,
Total,Total,25,60,85,
"Table 61. State Mental Health Deaths by Cause of Death, 2010","Table 61. State Mental Health Deaths by Cause of Death, 2010","Table 61. State Mental Health Deaths by Cause of Death, 2010","Table 61. State Mental Health Deaths by Cause of Death, 2010",,
,Natural Deaths,,,Total Cases,Autopsied
Pulmonary Diseases/Disorders,,,,37,7
COPD,,,,1,0
Emboli,,,,2,2
Pneumonia,,,,31,3
Pulmonary Malignancy,Pulmonary Malignancy,,,3,2
Central Nervous System Diseases/Disorders,Central Nervous System Diseases/Disorders,,,9,0
Vascular Disease,,,,3,0
Degenerative Disease,Degenerative Disease,,,3,0
Other CNS Disease/Disorder,Other CNS Disease/Disorder,,,3,0
Cardiovascular Diseases/Disorders,Cardiovascular Diseases/Disorders,,,15,10
Atherosclerosis,,,,8,6
Hypertension,,,,4,2
Vascular Dissection/Ruptures,Vascular Dissection/Ruptures,,,1,0
Cardiac Dysrythmia of Undetermined Etiology,Cardiac Dysrythmia of Undetermined Etiology,Cardiac Dysrythmia of Undetermined Etiology,,1,1
Other Cardiac Disease/Disorder,Other Cardiac Disease/Disorder,,,1,1
Gastrointestinal Diseases/Disorders,Gastrointestinal Diseases/Disorders,,,6,2
GI Hemorrhage,,,,1,0
GI Malignancy,,,,3,1
Other GI Disease/Disorder,Other GI Disease/Disorder,,,2,1
Genitourinal Diseases/Disorders,Genitourinal Diseases/Disorders,,,3,2
Renal Disease,,,,1,1
Genitourinal Malignancy,Genitourinal Malignancy,,,1,1
Other GU Disease/Disorder,Other GU Disease/Disorder,,,1,0
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
