Name: “Table 1 of 1 on page 56 of 179”,Name: “Table 1 of 1 on page 56 of 179”,Name: “Table 1 of 1 on page 56 of 179”,Name: “Table 1 of 1 on page 56 of 179”,Name: “Table 1 of 1 on page 56 of 179”,Name: “Table 1 of 1 on page 56 of 179”,Name: “Table 1 of 1 on page 56 of 179”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,
,,,,,,P a g e | 54
"Table 14. Accidental Deaths by City/County of Injury /Acute Illness, 2006-2010","Table 14. Accidental Deaths by City/County of Injury /Acute Illness, 2006-2010","Table 14. Accidental Deaths by City/County of Injury /Acute Illness, 2006-2010","Table 14. Accidental Deaths by City/County of Injury /Acute Illness, 2006-2010","Table 14. Accidental Deaths by City/County of Injury /Acute Illness, 2006-2010","Table 14. Accidental Deaths by City/County of Injury /Acute Illness, 2006-2010",
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Accomack,22,20,11,19,18,90
Albemarle,17,20,33,25,28,123
Alexandria,21,21,21,22,14,99
Alleghany,10,14,8,5,6,43
Amelia,4,7,11,9,4,35
Amherst,11,8,16,9,5,49
Appomattox,2,6,7,4,3,22
Arlington,18,20,30,34,27,129
Augusta,26,35,38,33,31,163
Bath,2,3,1,4,3,13
Bedford City,3,5,5,4,4,21
Bedford,22,27,16,30,31,126
Bland,0,6,2,7,4,19
Botetourt,12,12,13,11,11,59
Bristol,6,10,3,3,7,29
Brunswick,16,7,6,8,13,50
Buchanan,21,18,19,11,23,92
Buckingham,3,9,6,3,5,26
Buena Vista,0,0,1,2,0,3
Campbell,32,16,31,12,17,108
Caroline,9,14,8,9,13,53
Carroll,17,15,19,11,7,69
Charles City,4,8,7,7,7,33
Charlotte,4,6,6,5,6,27
Charlottesville,21,28,11,16,12,88
Chesapeake,55,60,47,53,43,258
Chesterfield,56,71,92,68,70,357
Clarke,5,6,5,8,10,34
Colonial Heights,6,3,4,2,2,17
Covington,4,0,2,2,0,8
Craig,7,2,2,4,2,17
Culpeper,16,24,12,12,14,78
Cumberland,1,2,4,3,2,12
Danville,16,13,22,20,20,91
Dickenson,11,16,13,5,11,56
Dinwiddie,12,14,20,12,10,68
Emporia,2,8,2,1,3,16
Essex,4,7,4,7,5,27
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
