Name: “Table 1 of 1 on page 71 of 179”,Name: “Table 1 of 1 on page 71 of 179”,Name: “Table 1 of 1 on page 71 of 179”,Name: “Table 1 of 1 on page 71 of 179”,Name: “Table 1 of 1 on page 71 of 179”,Name: “Table 1 of 1 on page 71 of 179”,Name: “Table 1 of 1 on page 71 of 179”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,
,,,,,,P a g e | 69
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Waynesboro,6,3,3,4,2,18
Westmoreland,4,2,4,2,2,14
Williamsburg,10,2,1,1,8,22
Winchester,6,1,7,2,6,22
Wise,9,13,8,4,5,39
Wythe,4,4,8,5,2,23
York,3,8,11,6,11,39
Total in State,882,900,945,969,991,4687
Out of State,2,6,3,4,4,19
Unknown,0,0,1,1,1,3
TOTAL,884,906,949,974,996,4709
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
