Name: “Table 1 of 1 on page 111 of 179”,Name: “Table 1 of 1 on page 111 of 179”,Name: “Table 1 of 1 on page 111 of 179”,Name: “Table 1 of 1 on page 111 of 179”,Name: “Table 1 of 1 on page 111 of 179”,Name: “Table 1 of 1 on page 111 of 179”
Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111
,,,,,
,,,,,P a g e | 109
Systemic Diseases/Disorders,,211,148,31,32
Blood Disorders,,5,5,0,0
Diabetes,,50,44,4,2
AIDS/HIV,,7,7,0,0
Sepsis,,10,10,0,0
Other Infectious Disease,,6,6,0,0
Metastatic Malignancy Unknown Primary,Metastatic Malignancy Unknown Primary,4,4,0,0
Chronic Alcoholism,,107,52,25,30
Chronic Drug Abuse,,3,2,1,0
Other Systemic Disease/Disorder,Other Systemic Disease/Disorder,19,18,1,0
Other Natural Diseases/Disorders,,21,20,1,0
Other Malignancy,,10,10,0,0
Other Natural Disease/Disorder,Other Natural Disease/Disorder,11,10,1,0
Natural Subtotal,,1884,1634,148,102
,,,,Ethanol,
,,Total,No,0.01-0.07%,Ethanol
,Unnatural Deaths,Cases,Ethanol,W/V,>0.08% W/V
Asphyxia,,435,317,38,80
Choking (Aspiration: Food or Foreign Object),Choking (Aspiration: Food or Foreign Object),23,22,0,1
Drowning,,102,71,11,20
Hanging,,192,138,16,38
Mechanical,,22,17,1,4
Positional,,4,2,0,2
Strangulation/Neck Compression,Strangulation/Neck Compression,15,10,2,3
Suffocation/Smothering,,16,14,1,1
Oxygen Replacement/Displacement,Oxygen Replacement/Displacement,2,2,0,0
Helium,,15,10,3,2
Plastic Bag,,11,10,0,1
CO Poisoning (MV Exhaust),CO Poisoning (MV Exhaust),11,6,2,3
CO Poisoning (Other),,15,9,1,5
Other Asphyxia,,7,6,1,0
Electrocution,,11,11,0,0
High Voltage,,8,8,0,0
Low Voltage,,3,3,0,0
Exposure,,44,29,4,11
Hyperthermia,,13,12,1,0
Hypothermia,,31,17,3,11
Fire Injuries,,98,76,4,18
Thermal Burns,,19,18,0,1
Inhalation of Combustion Products,Inhalation of Combustion Products,28,16,3,9
Thermal Burns & Inhalation of Combustions Products,Thermal Burns & Inhalation of Combustions Products,51,42,1,8
Judicial Execution,,3,3,0,0
Lethal Injection,,2,2,0,0
Electrocution,,1,1,0,0
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
