Name: “Table 1 of 1 on page 147 of 179”,Name: “Table 1 of 1 on page 147 of 179”,Name: “Table 1 of 1 on page 147 of 179”
Table: 147,Table: 147,Table: 147
,,
,,P a g e | 145
,OXYCODONE,148
,OXYMORPHONE,44
,PROPOXYPHENE,18
,Narcotic Total,646
Other,,
,DICYCLOMINE,2
,DIFLUOROETHANE,3
,DONEPEZIL,1
,ETHYLENE GLYCOL,4
,INSULIN,1
,LIDOCAINE,3
,METOCLOPRAMIDE,1
,PHENCYCLIDINE,3
,PROPRANOLOL,1
,PROPYLENE GLYCOL,2
,VOLATILE HYDROCARBONS,1
,Other Total,22
Sedative/Hypnotic,Sedative/Hypnotic,
,BUTABARBITAL,1
,BUTALBITAL,3
,ESTAZOLAM,1
,PENTOBARBITAL,1
,PROMETHAZINE,24
,PROPOFOL,1
,TEMAZEPAM,10
,TRIAZOLAM,1
,TRICHLOROETHANOL,1
,ZOLPIDEM,29
,Sedative/Hypnotic Total,72
Stimulant,,
,AMPHETAMINE,3
,COCAETHYLENE,17
,COCAINE,61
,METHYLENEDIOXYMETHAMPHETAMINE - ECSTASY,1
,PHENTERMINE,1
,Stimulant Total,83
Total,,1632
Virginia Department of Health,Office of the Chief Medical Examiner,December 2011
