Name: “Table 1 of 1 on page 145 of 179”,Name: “Table 1 of 1 on page 145 of 179”,Name: “Table 1 of 1 on page 145 of 179”
Table: 145,Table: 145,Table: 145
,,
,,P a g e | 143
"Table 44. Drugs/Poisons/Active Metabolites Causing Death in Drug/Poison Deaths, 2010","Table 44. Drugs/Poisons/Active Metabolites Causing Death in Drug/Poison Deaths, 2010","Table 44. Drugs/Poisons/Active Metabolites Causing Death in Drug/Poison Deaths, 2010"
Class,Drug/Poison/Active Metabolite,Total
Alcohol,,
,ETHANOL,129
,Alcohol Total,129
Analgesic,,
,ACETAMINOPHEN,6
,ACETYL SALICYLIC ACID,4
,ANTIPYRINE,1
,BUPIVACAINE,1
,BUPRENORPHINE,1
,DEXTROMETHORPHAN,18
,IBUPROFEN,1
,KETAMINE,1
,MEPERIDINE,2
,NAPROXEN,1
,NORBUPRENORPHINE (Buprenorphine Metabolite),1
,PENTAZOCINE,1
,TRAMADOL,36
,Analgesic Total,74
Anti-Anxiety,Anti-Anxiety,
,ALPRAZOLAM,126
,CHLORDIAZEPOXIDE,2
,DIAZEPAM,46
,LORAZEPAM,5
,MEPROBAMATE,15
,NORDIAZEPAM (Diazepam Metabolite),46
,OXAZEPAM,6
,Anti-Anxiety Total,246
Anti-Arrythmic/Anti-Hypertensive,Anti-Arrythmic/Anti-Hypertensive,
,DILTIAZEM,2
,METOPROLOL,2
,VERAPAMIL,1
,Anti-Arrythmic/Anti-Hypertensive Total,5
Anti-Convulsant,Anti-Convulsant,
,CARBAMAZEPINE,3
,CLONAZEPAM,3
,GABAPENTIN,2
,LAMOTRIGINE,5
,OXCARBAZEPINE,1
,PHENOBARBITAL,3
,PHENYTOIN,2
,PRIMIDONE,1
,TOPIRAMATE,5
,Anti-Convulsant Total,25
Virginia Department of Health,Office of the Chief Medical Examiner,December 2011
