Name: “Table 1 of 1 on page 148 of 179”,Name: “Table 1 of 1 on page 148 of 179”,Name: “Table 1 of 1 on page 148 of 179”,Name: “Table 1 of 1 on page 148 of 179”,Name: “Table 1 of 1 on page 148 of 179”,Name: “Table 1 of 1 on page 148 of 179”
Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148
,,,,,
,,,,,P a g e | 146
"Table 45. Drug/Poison Deaths by City/County of Residence, 2010","Table 45. Drug/Poison Deaths by City/County of Residence, 2010","Table 45. Drug/Poison Deaths by City/County of Residence, 2010","Table 45. Drug/Poison Deaths by City/County of Residence, 2010",,
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate
Accomack,1,3.0,Fauquier,11,16.9
Albemarle,5,5.1,Floyd,3,19.6
Alexandria,7,5.0,Fluvanna,1,3.9
Alleghany,2,12.3,Franklin City,0,0.0
Amelia,0,0.0,Franklin,7,12.5
Amherst,3,9.3,Frederick,9,11.5
Appomattox,0,0.0,Fredericksburg,2,8.2
Arlington,9,4.3,Galax,0,0.0
Augusta,9,12.2,Giles,3,17.4
Bath,0,0.0,Gloucester,3,8.1
Bedford City,1,16.1,Goochland,3,13.8
Bedford,13,18.9,Grayson,1,6.4
Bland,3,44.0,Greene,3,16.3
Botetourt,2,6.0,Greensville,4,32.7
Bristol,1,5.6,Halifax,3,8.3
Brunswick,2,11.5,Hampton,16,11.6
Buchanan,12,49.8,Hanover,4,4.0
Buckingham,0,0.0,Harrisonburg,4,8.2
Buena Vista,1,15.0,Henrico,27,8.8
Campbell,4,7.3,Henry,8,14.8
Caroline,0,0.0,Highland,1,43.1
Carroll,1,3.3,Hopewell,4,17.7
Charles City,0,0.0,Isle of Wight,2,5.7
Charlotte,2,15.9,James City,3,4.5
Charlottesville,2,4.6,King and Queen,0,0.0
Chesapeake,17,7.7,King George,2,8.5
Chesterfield,25,7.9,King William,0,0.0
Clarke,2,14.3,Lancaster,0,0.0
Colonial Heights,1,5.7,Lee,2,7.8
Covington,0,0.0,Lexington,0,0.0
Craig,2,38.5,Loudoun,10,3.2
Culpeper,2,4.3,Louisa,6,18.1
Cumberland,0,0.0,Lunenburg,0,0.0
Danville,5,11.6,Lynchburg,6,7.9
Dickenson,7,44.0,Madison,0,0.0
Dinwiddie,2,7.1,Manassas,1,2.6
Emporia,0,0.0,Martinsville,2,14.5
Essex,1,9.0,Mathews,0,0.0
Fairfax City,1,4.4,Mecklenburg,2,6.1
Fairfax,35,3.2,Middlesex,0,0.0
Falls Church,0,0.0,Montgomery,10,10.6
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
