Name: “Table 1 of 1 on page 143 of 179”,Name: “Table 1 of 1 on page 143 of 179”,Name: “Table 1 of 1 on page 143 of 179”
Table: 143,Table: 143,Table: 143
,,
,,P a g e | 141
Class,Drug/Poison/Active Metabolite,Total
,TRAZODONE,34
,VENLAFAXINE,18
,Anti-Depressant Total,324
Anti-Histamine,Anti-Histamine,
,CHLORPHENIRAMINE,7
,DIPHENHYDRAMINE,73
,DOXYLAMINE,12
,HYDROXYZINE,3
,MECLIZINE,2
,ORPHENADRINE,2
,Anti-Histamine Total,99
Anti-Psychotic,Anti-Psychotic,
,CHLORPROMAZINE,2
,LITHIUM,1
,OLANZAPINE,3
,QUETIAPINE,25
,Anti-Psychotic Total,31
Cannabinoids,Cannabinoids,
,TETRAHYDROCANNABINOL CARBOXYLIC ACID,1
,Cannabinoids Total,1
Muscle Relaxant,Muscle Relaxant,
,CARISOPRODOL,21
,CYCLOBENZAPRINE,38
,METAXALONE,3
,METHOCARBAMOL,1
,PAPAVERINE,1
,TIZANIDINE,2
,VECURONIUM,1
,Muscle Relaxant Total,67
Narcotic,,
,ACETYLMORPHINE (Heroin Metabolite),24
,CODEINE,34
,FENTANYL,64
,HYDROCODONE,102
,HYDROMORPHONE,26
,METHADONE,138
,MORPHINE,104
,NORPROPOXYPHENE (Propoxyphene Metabolite),11
,OXYCODONE,162
,OXYMORPHONE,59
,PROPOXYPHENE,21
,Narcotic Total,745
Other,,
,CARBOXYHEMOGLOBIN,5
,DICYCLOMINE,4
Virginia Department of Health,Office of the Chief Medical Examiner,December 2011
