Name: “Table 1 of 1 on page 79 of 179”,Name: “Table 1 of 1 on page 79 of 179”,Name: “Table 1 of 1 on page 79 of 179”,Name: “Table 1 of 1 on page 79 of 179”,Name: “Table 1 of 1 on page 79 of 179”,Name: “Table 1 of 1 on page 79 of 179”,Name: “Table 1 of 1 on page 79 of 179”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,,,
,,,,,,P a g e | 77
"Table 22. Homicide Deaths by City/County of Injury, 2010","Table 22. Homicide Deaths by City/County of Injury, 2010","Table 22. Homicide Deaths by City/County of Injury, 2010","Table 22. Homicide Deaths by City/County of Injury, 2010","Table 22. Homicide Deaths by City/County of Injury, 2010","Table 22. Homicide Deaths by City/County of Injury, 2010",
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Accomack,5,6,2,2,3,18
Albemarle,1,1,2,1,2,7
Alexandria,4,7,4,5,2,22
Alleghany,0,3,1,0,1,5
Amelia,0,0,0,0,1,1
Amherst,0,1,1,0,0,2
Appomattox,0,2,1,0,8,11
Arlington,3,2,4,2,0,11
Augusta,3,1,0,2,2,8
Bath,0,0,0,2,0,2
Bedford City,0,0,1,0,0,1
Bedford,1,2,0,0,2,5
Bland,0,0,0,1,0,1
Botetourt,0,1,0,1,1,3
Bristol,4,0,0,0,1,5
Brunswick,3,1,2,1,0,7
Buchanan,1,0,2,6,3,12
Buckingham,1,2,0,0,0,3
Buena Vista,0,0,0,0,0,0
Campbell,2,2,2,5,2,13
Caroline,5,4,0,0,0,9
Carroll,1,4,1,1,1,8
Charles City,0,0,1,0,0,1
Charlotte,0,0,2,1,0,3
Charlottesville,5,3,5,0,3,16
Chesapeake,7,15,12,17,14,65
Chesterfield,5,9,12,4,10,40
Clarke,0,0,1,1,0,2
Colonial Heights,0,0,0,0,0,0
Covington,0,0,0,0,1,1
Craig,0,0,1,0,0,1
Culpeper,1,1,0,0,0,2
Cumberland,0,2,0,2,0,4
Danville,5,6,10,8,9,38
Dickenson,0,1,1,1,1,4
Dinwiddie,5,1,1,1,2,10
Emporia,1,2,1,0,1,5
Essex,0,0,0,0,0,0
Fairfax City,1,1,1,0,0,3
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
