Name: “Table 1 of 1 on page 131 of 179”,Name: “Table 1 of 1 on page 131 of 179”,Name: “Table 1 of 1 on page 131 of 179”,Name: “Table 1 of 1 on page 131 of 179”,Name: “Table 1 of 1 on page 131 of 179”,Name: “Table 1 of 1 on page 131 of 179”
Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131
,,,,,
,,,,,P a g e | 129
,,,Ethanol Presence,,
Status of,,No,0.01-0.07%,≥0.08%,
Decedent,Vehicle,Ethanol,W/V,W/V,Total
,Car,6,0,2,8
,Pickup truck,1,0,0,1
,Sport utility vehicle,4,0,0,4
,Tractor trailer,1,0,0,1
,Truck other,1,0,0,1
,Unknown,1,0,0,1
,Subtotal,16,1,2,19
,Boat,0,0,1,1
,Bus,2,0,0,2
,Car,17,1,17,35
,Construction vehicle,6,0,0,6
,Multiple,1,0,1,2
,Pickup truck,9,1,4,14
Pedestrian,Sport utility vehicle,5,2,6,13
,Tractor trailer,5,0,0,5
,Train,9,0,0,9
,Truck other,5,0,1,6
,Unknown,1,1,0,2
,Van,3,1,3,7
,Subtotal,63,6,33,102
,Car,1,0,0,1
Unknown Status,Unknown,2,0,0,2
,Subtotal,3,0,0,3
TOTAL,,583,33,201,817
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
