Name: “Table 1 of 1 on page 115 of 179”,Name: “Table 1 of 1 on page 115 of 179”,Name: “Table 1 of 1 on page 115 of 179”,Name: “Table 1 of 1 on page 115 of 179”,Name: “Table 1 of 1 on page 115 of 179”,Name: “Table 1 of 1 on page 115 of 179”
Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115
,,,,,
,,,,,P a g e | 113
,,,,Ethanol,Ethanol
,,Total,No,0.01-0.07%,≥0.08%
Method of Death,,Cases,Ethanol,W/V,W/V
Fall/Jump,,,,,
Fall/jump from any height,,476,440,10,25
Fire,,,,,
Inhalation of Combustion Products,Inhalation of Combustion Products,27,16,3,8
Thermal Burns,,16,16,0,0
Thermal Burns & Inhalation of Combustion Products,Thermal Burns & Inhalation of Combustion Products,34,27,1,6
Motor Vehicle,,,,,
Aircraft,,8,8,0,0
All terrain vehicle,,14,11,0,3
Bicycle,,17,13,0,4
Boat,,5,3,1,1
Bus,,2,2,0,0
Car,,375,260,17,99
Construction equipment,,4,4,0,0
Farm equipment,,11,11,0,0
Golf cart,,2,2,0,0
Lawnmower,,3,3,0,0
Mo-ped,,14,11,0,3
Motorcycle,,84,64,4,16
Multiple vehicles,,2,1,0,1
Pickup truck,,92,55,5,32
Recreational Vehicle,,1,1,0,0
Skateboard,,1,1,0,0
Sport utility vehicle,,83,52,3,28
Tractor trailer,,23,21,1,1
Train,,5,5,0,0
Truck other,,12,11,0,1
Van,,37,29,1,7
Unknown,,8,7,1,0
Poisoned,,,,,
Inhaled toxic agent (ex. Carbon monoxide),Inhaled toxic agent (ex. Carbon monoxide),11,9,0,2
Ingested toxic agent,,1,1,0,0
Traumatic Injury,,,,,
Accidental discharge of firearm,,5,5,0,0
Rifle,,(1),(1),(0),(0)
Shotgun,,(4),(4),(0),(0)
Beatings/Blows,,4,3,1,0
Explosion,,2,2,0,0
Falling object,,25,24,1,0
Unknown/Other,,,,,
Accidental - Unknown/Other,,13,10,1,2
TOTAL,,2148,1668,121,359
Virginia Department of Health,Office of the Chief Medical Examiner,,,,December 2011
