Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”
Table: 142,Table: 142,Table: 142
,,
,,P a g e | 140
Class,Drug/Poison/Active Metabolite,Total
,TRAMADOL,44
,Analgesic Total,100
Anti-Anxiety,,
,ALPRAZOLAM,165
,CHLORDIAZEPOXIDE,5
,DIAZEPAM,79
,LORAZEPAM,6
,MEPROBAMATE,26
,NORDIAZEPAM (Diazepam Metabolite),90
,OXAZEPAM,6
,Anti-Anxiety Total,377
Anti-Arrythmic/Anti-Hypertensive,Anti-Arrythmic/Anti-Hypertensive,
,DILTIAZEM,6
,METOPROLOL,3
,VERAPAMIL,4
,Anti-Arrythmic/Anti-Hypertensive Total,13
Anti-Convulsant,,
,CARBAMAZEPINE,5
,CLONAZEPAM,4
,GABAPENTIN,5
,LAMOTRIGINE,10
,LEVETIRACETAM,1
,MIDAZOLAM,2
,OXCARBAZEPINE,1
,PHENOBARBITAL,4
,PHENYTOIN,3
,PRIMIDONE,1
,TOPIRAMATE,6
,Anti-Convulsant Total,42
Anti-Depressant,,
,AMITRIPTYLINE,42
,BUPROPION (WELLBUTRIN),17
,CITALOPRAM,73
,CLOMIPRAMINE,1
,DESIPRAMINE,3
,DOXEPIN,9
,FLUOXETINE,44
,FLUVOXAMINE,1
,HYDROXYBUPROPRION (Buproprion Metabolite),1
,IMIPRAMINE,3
,MIRTAZAPINE,13
,NORFLUOXETINE (Fluoxetine Metabolite),4
,NORTRIPTYLINE (Amitriptyline Metabolite),33
,PAROXETINE,6
,SERTRALINE,22
Virginia Department of Health,Office of the Chief Medical Examiner,December 2011
