Name: “Table 1 of 1 on page 65 of 179”,Name: “Table 1 of 1 on page 65 of 179”,Name: “Table 1 of 1 on page 65 of 179”,Name: “Table 1 of 1 on page 65 of 179”,Name: “Table 1 of 1 on page 65 of 179”,Name: “Table 1 of 1 on page 65 of 179”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,
,,,,,P a g e | 63
"Table 16. Suicide Deaths & Rates by City/County of Residence, 2010","Table 16. Suicide Deaths & Rates by City/County of Residence, 2010","Table 16. Suicide Deaths & Rates by City/County of Residence, 2010","Table 16. Suicide Deaths & Rates by City/County of Residence, 2010",,
City/County of Residence,Total,Rate,City/County of Residence,Total,Rate
Accomack,5,15.1,Floyd,4,26.2
Albemarle,6,6.1,Fluvanna,2,7.8
Alexandria,13,9.3,Franklin City,2,23.3
Alleghany,1,6.2,Franklin,3,5.3
Amelia,5,39.4,Frederick,7,8.9
Amherst,1,3.1,Fredericksburg,3,12.4
Appomattox,5,33.4,Galax,3,42.6
Arlington,3,1.4,Giles,3,17.4
Augusta,16,21.7,Gloucester,8,21.7
Bath,11,232.5,Goochland,2,9.2
Bedford City,2,32.1,Grayson,2,12.9
Bedford,15,21.8,Greene,3,16.3
Bland,1,14.7,Greensville,1,8.2
Botetourt,1,3.0,Halifax,5,13.8
Bristol,2,11.2,Hampton,11,8.0
Brunswick,2,11.5,Hanover,8,8.0
Buchanan,11,45.6,Harrisonburg,3,6.1
Buckingham,3,17.5,Henrico,33,10.8
Buena Vista,1,15.0,Henry,17,31.4
Campbell,7,12.8,Highland,0,0.0
Caroline,5,17.5,Hopewell,2,8.9
Carroll,9,30.0,Isle of Wight,1,2.8
Charles City,0,0.0,James City,10,14.9
Charlotte,2,15.9,King and Queen,2,28.8
Charlottesville,3,6.9,King George,6,25.4
Chesapeake,23,10.4,King William,1,6.3
Chesterfield,33,10.4,Lancaster,2,17.6
Clarke,2,14.3,Lee,2,7.8
Colonial Heights,2,11.5,Lexington,0,0.0
Covington,0,0.0,Loudoun,22,7.0
Craig,0,0.0,Louisa,10,30.2
Culpeper,4,8.6,Lunenburg,1,7.7
Cumberland,0,0.0,Lynchburg,10,13.2
Danville,6,13.9,Madison,2,15.0
Dickenson,7,44.0,Manassas,2,5.3
Dinwiddie,8,28.6,Martinsville,1,7.2
Emporia,1,16.9,Mathews,1,11.1
Essex,2,17.9,Mecklenburg,7,21.4
Fairfax City,3,13.3,Middlesex,2,18.2
Fairfax,86,8.0,Montgomery,9,9.5
Falls Church,0,0.0,Nelson,4,26.6
Fauquier,17,26.1,New Kent,1,5.4
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
