Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,
,,,,,,P a g e | 68
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
New Kent,3,3,2,3,1,12
Newport News,11,15,18,14,20,78
Norfolk,27,34,29,22,29,141
Northampton,0,4,1,0,1,6
Northumberland,1,3,2,0,4,10
Norton,0,0,2,1,01,3
Nottoway,1,0,4,4,3,12
Orange,6,4,5,2,4,21
Page,6,5,7,3,4,25
Patrick,3,4,4,4,7,22
Petersburg,1,4,7,3,4,19
Pittsylvania,13,9,6,13,9,50
Poquoson,1,1,1,0,0,3
Portsmouth,8,14,10,11,16,59
Powhatan,5,2,4,2,8,21
Prince Edward,3,3,1,5,3,15
Prince George,6,7,7,7,5,32
Prince William,32,29,35,41,42,179
Pulaski,11,10,2,6,9,38
Radford,1,0,2,0,2,5
Rappahannock,0,4,3,1,3,11
Richmond City,32,25,22,35,21,135
Richmond,1,1,4,0,2,8
Roanoke City,10,15,19,13,18,75
Roanoke,11,7,19,9,20,66
Rockbridge,5,4,6,5,5,25
Rockingham,9,10,9,4,12,44
Russell,5,4,10,7,5,31
Salem,4,7,5,0,2,18
Scott,3,12,5,4,5,29
Shenandoah,7,5,8,8,5,33
Smyth,3,11,5,3,3,25
Southampton,4,1,4,3,4,16
Spotsylvania,13,18,17,10,22,80
Stafford,6,14,15,15,5,55
Staunton,4,7,1,6,4,22
Suffolk,11,1,10,6,5,33
Surry,0,1,0,4,1,6
Sussex,1,2,1,4,4,12
Tazewell,11,4,4,12,6,37
Virginia Beach,61,50,45,60,64,280
Warren,3,12,8,6,5,34
Washington,6,10,11,13,10,50
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
