Name: “Table 1 of 1 on page 107 of 179”,Name: “Table 1 of 1 on page 107 of 179”,Name: “Table 1 of 1 on page 107 of 179”,Name: “Table 1 of 1 on page 107 of 179”,Name: “Table 1 of 1 on page 107 of 179”,Name: “Table 1 of 1 on page 107 of 179”,Name: “Table 1 of 1 on page 107 of 179”
Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107
,,,,,,
,,,,,,P a g e | 105
SECTION 5: ETHANOL ASSOCIATED DEATHS (N=1140),SECTION 5: ETHANOL ASSOCIATED DEATHS (N=1140),SECTION 5: ETHANOL ASSOCIATED DEATHS (N=1140),SECTION 5: ETHANOL ASSOCIATED DEATHS (N=1140),,,
"Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of","Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of","Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of","Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of","Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of","Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of","Ethanol, at the level of 0.01% by weight per volume (W/V) or greater, was detectable in 1140 or 20.5% of"
"decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%","decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%","decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%","decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%","decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%","decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%","decedents in 2010. Of those with detectable ethanol levels, 62.9% had a measured level at or above 0.08%"
"W/V, which is the legal limit for operating a motor vehicle in Virginia.","W/V, which is the legal limit for operating a motor vehicle in Virginia.","W/V, which is the legal limit for operating a motor vehicle in Virginia.","W/V, which is the legal limit for operating a motor vehicle in Virginia.",,,
,Males accounted for 78.7% of all ethanol associated deaths,Males accounted for 78.7% of all ethanol associated deaths,Males accounted for 78.7% of all ethanol associated deaths,,,
,Forty-five percent of hypothermia cases were associated with ethanol as were 30.4% of drowning and,Forty-five percent of hypothermia cases were associated with ethanol as were 30.4% of drowning and,Forty-five percent of hypothermia cases were associated with ethanol as were 30.4% of drowning and,Forty-five percent of hypothermia cases were associated with ethanol as were 30.4% of drowning and,Forty-five percent of hypothermia cases were associated with ethanol as were 30.4% of drowning and,Forty-five percent of hypothermia cases were associated with ethanol as were 30.4% of drowning and
,27.6% of all gunshot cases,,,,,
,,"Figure 63. Ethanol Presence by Manner of Death, 2010","Figure 63. Ethanol Presence by Manner of Death, 2010","Figure 63. Ethanol Presence by Manner of Death, 2010",,
,,Measured Ethanol >0.01% W/V,Measured Ethanol >0.01% W/V,,,
,1800,,,,,
,1668,,,,,
,,,1634,,,
,,,,No Ethanol,,
,1600,,,,,
,,,,Ethanol Present,,
,1400,,,,,
,1200,,,,,
,1000,,,,,
,800,,,739,,
,600,,,,,
,480,,,,,
,400,,,,,
,,261,250,257,,
,200,130,,,,128
,,,,,,23
,0,,,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
