Name: “Table 1 of 1 on page 42 of 179”,Name: “Table 1 of 1 on page 42 of 179”,Name: “Table 1 of 1 on page 42 of 179”,Name: “Table 1 of 1 on page 42 of 179”,Name: “Table 1 of 1 on page 42 of 179”,Name: “Table 1 of 1 on page 42 of 179”,Name: “Table 1 of 1 on page 42 of 179”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,
,,,,,,P a g e | 40
,,Manner of Death,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Fairfax City,1,0,2,3,0,6
Fairfax,212,19,164,96,15,506
Falls Church,0,0,1,1,0,2
Fauquier,27,1,14,14,5,61
Floyd,4,0,1,4,1,10
Fluvanna,2,0,3,2,0,7
Franklin City,0,1,8,1,1,11
Franklin,14,4,16,2,0,36
Frederick,17,1,13,5,2,38
Fredericksburg,47,3,17,8,3,78
Galax,1,0,3,5,1,10
Giles,8,0,3,3,1,15
Gloucester,17,1,10,7,0,35
Goochland,5,1,5,2,0,13
Grayson,5,0,5,2,0,12
Greene,7,0,6,3,0,16
Greensville,6,3,7,2,0,18
Halifax,16,2,12,7,2,39
Hampton,28,9,48,8,5,98
Hanover,16,2,23,6,0,47
Harrisonburg,6,1,2,5,1,15
Henrico,59,9,40,25,2,135
Henry,16,6,13,13,1,49
Highland,2,0,0,1,0,3
Hopewell,7,2,10,3,0,22
Isle of Wight,8,0,3,2,0,13
James City,10,0,13,8,0,31
King and Queen,1,0,1,1,0,3
King George,1,0,3,5,0,9
King William,2,0,3,0,0,5
Lancaster,4,2,2,2,0,10
Lee,7,4,9,2,1,23
Lexington,3,0,2,0,0,5
Loudoun,21,1,26,18,5,71
Louisa,10,3,7,8,0,28
Lunenburg,1,0,2,1,0,4
Lynchburg,48,4,29,13,3,97
Madison,3,1,4,3,0,11
Manassas,8,0,2,2,0,12
Martinsville,13,4,14,1,1,33
Mathews,1,0,2,1,0,4
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
