Name: “Table 1 of 1 on page 149 of 179”,Name: “Table 1 of 1 on page 149 of 179”,Name: “Table 1 of 1 on page 149 of 179”,Name: “Table 1 of 1 on page 149 of 179”,Name: “Table 1 of 1 on page 149 of 179”,Name: “Table 1 of 1 on page 149 of 179”
Table: 149,Table: 149,Table: 149,Table: 149,Table: 149,Table: 149
,,,,,
,,,,,P a g e | 147
City/County of Residence,Deaths,Rate,City/County of Residence,Deaths,Rate
Nelson,0,0.0,Russell,13,45.0
New Kent,1,5.4,Salem,3,12.1
Newport News,17,9.4,Scott,2,8.6
Norfolk,14,5.8,Shenandoah,4,9.5
Northampton,0,0.0,Smyth,8,24.8
Northumberland,1,8.1,Southampton,2,10.8
Norton,0,0.0,Spotsylvania,12,9.8
Nottoway,0,0.0,Stafford,6,4.7
Orange,4,11.9,Staunton,2,8.4
Page,3,12.5,Suffolk,5,5.9
Patrick,3,16.2,Surry,1,14.2
Petersburg,0,0.0,Sussex,1,8.3
Pittsylvania,7,11.0,Tazewell,14,31.1
Poquoson,0,0.0,Virginia Beach,26,5.9
Portsmouth,10,10.5,Warren,6,16.0
Powhatan,0,0.0,Washington,9,16.4
Prince Edward,1,4.3,Waynesboro,3,14.3
Prince George,1,2.8,Westmoreland,3,17.2
Prince William,31,7.7,Williamsburg,1,7.1
Pulaski,11,31.5,Winchester,5,19.1
Radford,2,12.2,Wise,15,36.2
Rappahannock,1,13.6,Wythe,4,13.7
Richmond City,21,10.3,York,4,6.1
Richmond,0,0.0,Total in State,656,8.2
Roanoke City,20,20.6,Out of State,35,ND*
Roanoke,12,13.0,Unknown,1,ND
Rockbridge,3,13.4,TOTAL,692,ND
Rockingham,1,1.3,*ND-No denominator,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
