Name: “Table 1 of 1 on page 36 of 179”,Name: “Table 1 of 1 on page 36 of 179”,Name: “Table 1 of 1 on page 36 of 179”,Name: “Table 1 of 1 on page 36 of 179”,Name: “Table 1 of 1 on page 36 of 179”,Name: “Table 1 of 1 on page 36 of 179”,Name: “Table 1 of 1 on page 36 of 179”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,
,,,,,,P a g e | 34
"Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2010","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2010","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2010","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2010","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2010","Table 9. Total Cases by Manner by City/County of Injury/Acute Illness, 2010",
,,Manner of Death,Manner of Death,,,
County/City of,Accident,Homicide,Natural,Suicide,Undetermined,
Injury/Acute Illness,Total,Total,Total,Total,Total,Total
Accomack,18,3,13,6,1,41
Albemarle,28,2,17,6,0,53
Alexandria,14,2,32,14,2,64
Alleghany,6,1,1,6,0,14
Amelia,4,1,2,1,1,9
Amherst,5,0,23,7,0,35
Appomattox,3,8,2,3,0,16
Arlington,27,0,42,21,0,90
Augusta,31,2,14,11,0,58
Bath,3,0,1,0,0,4
Bedford City,4,0,2,2,0,8
Bedford,31,2,16,14,3,66
Bland,4,0,0,1,0,5
Botetourt,11,1,6,2,0,20
Bristol,7,1,5,3,1,17
Brunswick,13,0,10,3,0,26
Buchanan,23,3,11,10,1,48
Buckingham,5,0,6,3,0,14
Buena Vista,0,0,0,1,0,1
Campbell,17,2,6,6,1,32
Caroline,13,0,9,5,1,28
Carroll,7,1,10,9,0,27
Charles City,7,0,1,2,0,10
Charlotte,6,0,5,2,0,13
Charlottesville,12,3,11,3,1,30
Chesapeake,43,14,53,26,5,141
Chesterfield,70,10,61,34,1,176
Clarke,10,0,3,3,1,17
Colonial Heights,2,0,2,2,0,6
Covington,0,1,4,0,0,5
Craig,2,0,3,0,0,5
Culpeper,14,0,9,5,1,29
Cumberland,2,0,2,0,0,4
Danville,20,9,14,7,0,50
Dickenson,11,1,4,7,1,24
Dinwiddie,10,2,7,7,1,27
Emporia,3,1,6,1,1,12
Essex,5,0,3,3,0,11
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
