Name: “Table 1 of 1 on page 80 of 179”,Name: “Table 1 of 1 on page 80 of 179”,Name: “Table 1 of 1 on page 80 of 179”,Name: “Table 1 of 1 on page 80 of 179”,Name: “Table 1 of 1 on page 80 of 179”,Name: “Table 1 of 1 on page 80 of 179”,Name: “Table 1 of 1 on page 80 of 179”
Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80
,,,,,,
,,,,,,P a g e | 78
,,,Year of Death,,,
County/City of Injury,2006,2007,2008,2009,2010,Total
Fairfax,29,16,25,19,16,105
Falls Church,0,0,0,0,0,0
Fauquier,2,4,1,3,1,11
Floyd,0,0,2,2,0,4
Fluvanna,0,0,1,0,0,1
Franklin City,0,0,0,2,1,3
Franklin,2,1,1,4,3,11
Frederick,7,0,2,2,1,12
Fredericksburg,0,2,2,1,0,5
Galax,1,1,0,1,0,3
Giles,1,0,0,0,0,1
Gloucester,0,1,1,0,1,3
Goochland,1,0,2,0,1,4
Grayson,0,1,7,0,0,8
Greene,0,1,0,0,0,1
Greensville,5,0,6,4,4,19
Halifax,1,3,4,0,2,10
Hampton,14,7,9,11,17,58
Hanover,2,0,1,0,1,4
Harrisonburg,4,0,1,0,1,6
Henrico,10,15,16,12,12,65
Henry,7,3,6,5,7,28
Highland,0,0,0,0,0,0
Hopewell,4,3,3,4,2,16
Isle of Wight,1,0,2,1,0,4
James City,1,1,1,1,0,4
King and Queen,0,0,0,0,0,0
King George,0,0,0,2,0,2
King William,0,2,0,0,0,2
Lancaster,2,0,1,0,3,6
Lee,0,1,2,1,4,8
Lexington,0,0,0,0,0,0
Loudoun,4,2,4,4,1,15
Louisa,0,4,1,1,3,9
Lunenburg,1,1,2,1,0,5
Lynchburg,2,1,4,0,3,10
Madison,0,0,1,0,1,2
Manassas,1,1,4,1,1,8
Martinsville,0,2,2,0,3,7
Mathews,0,0,0,1,0,1
Mecklenburg,0,1,4,1,2,8
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
