Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”
Table: 146,Table: 146,Table: 146
,,
,,P a g e | 144
Anti-Depressant,Anti-Depressant,
,AMITRIPTYLINE,28
,BUPROPION (WELLBUTRIN),10
,CITALOPRAM,46
,DESIPRAMINE,1
,DOXEPIN,7
,FLUOXETINE,32
,FLUVOXAMINE,1
,HYDROXYBUPROPRION (Buproprion Metabolite),1
,IMIPRAMINE,1
,MIRTAZAPINE,9
,NORFLUOXETINE (Fluoxetine Metabolite),3
,NORTRIPTYLINE (Amitriptyline Metabolite),16
,PAROXETINE,5
,SERTRALINE,16
,TRAZODONE,21
,VENLAFAXINE,9
,Anti-Depressant Total,206
Anti-Histamine,Anti-Histamine,
,CHLORPHENIRAMINE,5
,DIPHENHYDRAMINE,40
,DOXYLAMINE,12
,HYDROXYZINE,2
,Anti-Histamine Total,59
Anti-Psychotic,Anti-Psychotic,
,CHLORPROMAZINE,1
,LITHIUM,1
,OLANZAPINE,3
,QUETIAPINE,18
,Anti-Psychotic Total,23
Muscle Relaxant,Muscle Relaxant,
,CARISOPRODOL,13
,CYCLOBENZAPRINE,25
,METAXALONE,2
,METHOCARBAMOL,1
,VECURONIUM,1
,Muscle Relaxant Total,42
Narcotic,,
,ACETYLMORPHINE (Heroin Metabolite),15
,CODEINE,18
,FENTANYL,62
,HYDROCODONE,87
,HYDROMORPHONE,22
,METHADONE,130
,MORPHINE,93
,NORPROPOXYPHENE (Propoxyphene Metabolite),9
Virginia Department of Health,Office of the Chief Medical Examiner,December 2011
