Name: “Table 1 of 1 on page 66 of 179”,Name: “Table 1 of 1 on page 66 of 179”,Name: “Table 1 of 1 on page 66 of 179”,Name: “Table 1 of 1 on page 66 of 179”,Name: “Table 1 of 1 on page 66 of 179”,Name: “Table 1 of 1 on page 66 of 179”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,
,,,,,P a g e | 64
City/County of Residence,Total,Rate,City/County of Residence,Total,Rate
Newport News,18,10.0,Shenandoah,5,11.9
Norfolk,27,11.1,Smyth,3,9.3
Northampton,1,8.1,Southampton,4,21.5
Northumberland,4,32.4,Spotsylvania,24,19.6
Norton,0,0.0,Stafford,8,6.2
Nottoway,3,18.9,Staunton,4,16.8
Orange,4,11.9,Suffolk,7,8.3
Page,3,12.5,Surry,1,14.2
Patrick,6,32.4,Sussex,2,16.5
Petersburg,4,12.3,Tazewell,5,11.1
Pittsylvania,8,12.6,Virginia Beach,64,14.6
Poquoson,1,8.2,Warren,5,13.3
Portsmouth,14,14.7,Washington,8,14.6
Powhatan,7,25.0,Waynesboro,2,9.5
Prince Edward,3,12.8,Westmoreland,2,11.5
Prince George,6,16.8,Williamsburg,6,42.6
Prince William,44,10.9,Winchester,4,15.3
Pulaski,9,25.8,Wise,6,14.5
Radford,1,6.1,Wythe,1,3.4
Rappahannock,1,13.6,York,8,12.2
Richmond City,21,10.3,TOTAL FOR STATE,,
Richmond,1,10.8,RESIDENTS,960,12.0
Roanoke City,18,18.6,Out of State,35,ND†
Roanoke,21,22.7,Unknown,1,ND
Rockbridge,4,17.9,TOTAL,996,ND
Rockingham,10,13.1,† ND- No Denominator,,
Russell,4,13.8,,,
Salem,1,4.0,,,
Scott,5,21.6,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,December 2011
