Name: “Table 1 of 1 on page 43 of 179”,Name: “Table 1 of 1 on page 43 of 179”,Name: “Table 1 of 1 on page 43 of 179”,Name: “Table 1 of 1 on page 43 of 179”,Name: “Table 1 of 1 on page 43 of 179”,Name: “Table 1 of 1 on page 43 of 179”,Name: “Table 1 of 1 on page 43 of 179”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,
,,,,,,P a g e | 41
,,Manner of Death,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,
County/City of Death,Total,Total,Total,Total,Total,Total
Mecklenburg,9,2,12,8,1,32
Middlesex,3,0,7,1,0,11
Montgomery,22,2,25,8,2,59
Nelson,4,1,3,4,0,12
New Kent,7,0,3,1,0,11
Newport News,49,30,52,26,6,163
Norfolk,109,47,99,35,12,302
Northampton,4,2,6,2,1,15
Northumberland,4,0,0,3,0,7
Norton,3,0,3,0,0,6
Nottoway,4,0,12,2,0,18
Orange,11,1,6,4,0,22
Page,4,1,2,4,0,11
Patrick,6,0,2,6,2,16
Petersburg,18,11,35,4,1,69
Pittsylvania,13,4,15,8,0,40
Poquoson,0,0,1,0,0,1
Portsmouth,17,13,38,14,2,84
Powhatan,1,1,14,8,0,24
Prince Edward,10,1,9,3,0,23
Prince George,7,2,6,5,0,20
Prince William,49,8,52,37,5,151
Pulaski,14,2,13,9,2,40
Radford,7,1,1,2,0,11
Rappahannock,3,1,3,3,0,10
Richmond City,153,56,126,34,15,384
Richmond,1,0,0,1,1,3
Roanoke City,115,14,33,33,6,201
Roanoke,6,4,18,18,1,47
Rockbridge,6,1,5,5,0,17
Rockingham,12,0,10,12,0,34
Russell,15,0,15,5,2,37
Salem,12,1,8,4,0,25
Scott,5,1,4,5,0,15
Shenandoah,9,0,7,5,1,22
Smyth,13,0,18,3,1,35
Southampton,8,1,14,3,0,26
Spotsylvania,23,6,22,20,0,71
Stafford,13,1,15,5,1,35
Staunton,4,0,3,4,0,11
Suffolk,23,3,22,5,0,53
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
